,id,team_one,team_two,stage,winner,date
527,21473,Toronto Defiant,Florida Mayhem,Overwatch League Stage 4,Florida Mayhem,2019-08-09
528,21436,Guangzhou Charge,Seoul Dynasty,Overwatch League Stage 4,Guangzhou Charge,2019-08-09
529,21409,Boston Uprising,Washington Justice,Overwatch League Stage 4,Washington Justice,2019-08-09
530,21418,Dallas Fuel,Los Angeles Gladiators,Overwatch League Stage 4,Los Angeles Gladiators,2019-08-10
531,21445,San Francisco Shock,Shanghai Dragons,Overwatch League Stage 4,San Francisco Shock,2019-08-10
532,21511,Hangzhou Spark,New York Excelsior,Overwatch League Stage 4,New York Excelsior,2019-08-10
533,21474,Houston Outlaws,London Spitfire,Overwatch League Stage 4,London Spitfire,2019-08-10
534,21426,Seoul Dynasty,Toronto Defiant,Overwatch League Stage 4,Seoul Dynasty,2019-08-10
535,21456,Florida Mayhem,Los Angeles Valiant,Overwatch League Stage 4,Los Angeles Valiant,2019-08-10
536,21463,Chengdu Hunters,Hangzhou Spark,Overwatch League Stage 4,Hangzhou Spark,2019-08-11
537,21492,Philadelphia Fusion,Vancouver Titans,Overwatch League Stage 4,Vancouver Titans,2019-08-11
538,21483,Washington Justice,Houston Outlaws,Overwatch League Stage 4,Washington Justice,2019-08-11
539,21502,San Francisco Shock,Dallas Fuel,Overwatch League Stage 4,San Francisco Shock,2019-08-11
540,21437,Guangzhou Charge,New York Excelsior,Overwatch League Stage 4,Guangzhou Charge,2019-08-12
541,21410,Boston Uprising,Florida Mayhem,Overwatch League Stage 4,Florida Mayhem,2019-08-15
542,21457,Dallas Fuel,Hangzhou Spark,Overwatch League Stage 4,Hangzhou Spark,2019-08-16
543,21427,Seoul Dynasty,Shanghai Dragons,Overwatch League Stage 4,Seoul Dynasty,2019-08-16
544,21458,Washington Justice,Atlanta Reign,Overwatch League Stage 4,Atlanta Reign,2019-08-16
545,21464,Chengdu Hunters,San Francisco Shock,Overwatch League Stage 4,San Francisco Shock,2019-08-17
546,21484,Los Angeles Gladiators,Hangzhou Spark,Overwatch League Stage 4,Hangzhou Spark,2019-08-17
547,21493,Paris Eternal,Shanghai Dragons,Overwatch League Stage 4,Paris Eternal,2019-08-17
548,21503,Los Angeles Valiant,Boston Uprising,Overwatch League Stage 4,Los Angeles Valiant,2019-08-17
549,21428,Seoul Dynasty,Philadelphia Fusion,Overwatch League Stage 4,Philadelphia Fusion,2019-08-17
550,21459,Chengdu Hunters,Houston Outlaws,Overwatch League Stage 4,Chengdu Hunters,2019-08-18
551,21504,London Spitfire,Atlanta Reign,Overwatch League Stage 4,Atlanta Reign,2019-08-18
552,21465,Paris Eternal,Washington Justice,Overwatch League Stage 4,Washington Justice,2019-08-18
553,21460,Florida Mayhem,Toronto Defiant,Overwatch League Stage 4,Florida Mayhem,2019-08-18
554,21512,Dallas Fuel,Guangzhou Charge,Overwatch League Stage 4,Guangzhou Charge,2019-08-19
555,21485,Atlanta Reign,Dallas Fuel,Overwatch League Stage 4,Atlanta Reign,2019-08-24
556,21494,Boston Uprising,New York Excelsior,Overwatch League Stage 4,New York Excelsior,2019-08-24
557,21521,San Francisco Shock,Vancouver Titans,Overwatch League Stage 4,San Francisco Shock,2019-08-25
558,21419,Los Angeles Gladiators,Los Angeles Valiant,Overwatch League Stage 4,Los Angeles Gladiators,2019-08-25
559,21514,Hangzhou Spark,Shanghai Dragons,Overwatch League Stage 4,Hangzhou Spark,2019-08-25
560,21446,Atlanta Reign,Boston Uprising,Overwatch League Stage 4,Atlanta Reign,2019-08-25
561,21513,New York Excelsior,Vancouver Titans,Overwatch League Stage 4,Vancouver Titans,2019-08-25
562,21515,San Francisco Shock,Los Angeles Valiant,Overwatch League Stage 4,San Francisco Shock,2019-08-26
563,30172,Chengdu Hunters,Guangzhou Charge,Overwatch League 2019 Post-Season,Guangzhou Charge,2019-08-31
564,30173,Shanghai Dragons,Philadelphia Fusion,Overwatch League 2019 Post-Season,Shanghai Dragons,2019-08-31
565,30175,Shanghai Dragons,London Spitfire,Overwatch League 2019 Post-Season,London Spitfire,2019-08-31
566,30176,Guangzhou Charge,Seoul Dynasty,Overwatch League 2019 Post-Season,Seoul Dynasty,2019-08-31
567,30151,Seoul Dynasty,Vancouver Titans,Overwatch League 2019 Post-Season,Vancouver Titans,2019-09-05
568,30152,Los Angeles Gladiators,Hangzhou Spark,Overwatch League 2019 Post-Season,Los Angeles Gladiators,2019-09-06
569,30153,London Spitfire,New York Excelsior,Overwatch League 2019 Post-Season,New York Excelsior,2019-09-06
570,30154,Atlanta Reign,San Francisco Shock,Overwatch League 2019 Post-Season,Atlanta Reign,2019-09-07
571,30161,Seoul Dynasty,Hangzhou Spark,Overwatch League 2019 Post-Season,Hangzhou Spark,2019-09-08
572,30164,London Spitfire,San Francisco Shock,Overwatch League 2019 Post-Season,San Francisco Shock,2019-09-08
573,30155,Los Angeles Gladiators,Vancouver Titans,Overwatch League 2019 Post-Season,Vancouver Titans,2019-09-08
574,30163,Atlanta Reign,New York Excelsior,Overwatch League 2019 Post-Season,New York Excelsior,2019-09-08
575,30162,Atlanta Reign,Hangzhou Spark,Overwatch League 2019 Post-Season,Hangzhou Spark,2019-09-12
576,30159,Los Angeles Gladiators,San Francisco Shock,Overwatch League 2019 Post-Season,San Francisco Shock,2019-09-13
577,30156,New York Excelsior,Vancouver Titans,Overwatch League 2019 Post-Season,Vancouver Titans,2019-09-13
578,30160,Hangzhou Spark,San Francisco Shock,Overwatch League 2019 Post-Season,San Francisco Shock,2019-09-14
579,30158,San Francisco Shock,New York Excelsior,Overwatch League 2019 Post-Season,San Francisco Shock,2019-09-15
580,30157,San Francisco Shock,Vancouver Titans,Overwatch League 2019 Post-Season,San Francisco Shock,2019-09-29
581,30991,Toronto Defiant,Paris Eternal,OWL 2020 Regular Season,Toronto Defiant,2020-02-08
582,30992,London Spitfire,New York Excelsior,OWL 2020 Regular Season,New York Excelsior,2020-02-08
583,30993,Los Angeles Gladiators,Vancouver Titans,OWL 2020 Regular Season,Vancouver Titans,2020-02-08
584,30994,Los Angeles Valiant,Dallas Fuel,OWL 2020 Regular Season,Los Angeles Valiant,2020-02-09
585,30995,London Spitfire,Paris Eternal,OWL 2020 Regular Season,Paris Eternal,2020-02-09
586,30996,Boston Uprising,New York Excelsior,OWL 2020 Regular Season,New York Excelsior,2020-02-09
587,30997,Los Angeles Valiant,Vancouver Titans,OWL 2020 Regular Season,Vancouver Titans,2020-02-09
588,30998,San Francisco Shock,Dallas Fuel,OWL 2020 Regular Season,San Francisco Shock,2020-02-10
589,31001,Florida Mayhem,Houston Outlaws,OWL 2020 Regular Season,Florida Mayhem,2020-02-15
590,31002,Washington Justice,Philadelphia Fusion,OWL 2020 Regular Season,Philadelphia Fusion,2020-02-15
591,31005,Washington Justice,Houston Outlaws,OWL 2020 Regular Season,Washington Justice,2020-02-16
592,31006,Florida Mayhem,Philadelphia Fusion,OWL 2020 Regular Season,Philadelphia Fusion,2020-02-16
593,31010,New York Excelsior,Philadelphia Fusion,OWL 2020 Regular Season,Philadelphia Fusion,2020-02-22
594,31011,Boston Uprising,Houston Outlaws,OWL 2020 Regular Season,Boston Uprising,2020-02-22
595,31012,Paris Eternal,Washington Justice,OWL 2020 Regular Season,Paris Eternal,2020-02-23
596,31016,New York Excelsior,Houston Outlaws,OWL 2020 Regular Season,New York Excelsior,2020-02-23
597,31017,Toronto Defiant,Philadelphia Fusion,OWL 2020 Regular Season,Philadelphia Fusion,2020-02-23
598,31018,London Spitfire,Washington Justice,OWL 2020 Regular Season,London Spitfire,2020-02-24
599,31023,New York Excelsior,Florida Mayhem,OWL 2020 Regular Season,New York Excelsior,2020-02-29
600,31024,Toronto Defiant,Atlanta Reign,OWL 2020 Regular Season,Atlanta Reign,2020-02-29
601,31025,London Spitfire,Houston Outlaws,OWL 2020 Regular Season,London Spitfire,2020-02-29
602,31029,Boston Uprising,Philadelphia Fusion,OWL 2020 Regular Season,Philadelphia Fusion,2020-03-01
603,31030,Paris Eternal,Atlanta Reign,OWL 2020 Regular Season,Paris Eternal,2020-03-01
604,31031,London Spitfire,Florida Mayhem,OWL 2020 Regular Season,London Spitfire,2020-03-01
605,31032,Toronto Defiant,Houston Outlaws,OWL 2020 Regular Season,Houston Outlaws,2020-03-01
606,31036,Toronto Defiant,Florida Mayhem,OWL 2020 Regular Season,Florida Mayhem,2020-03-07
607,31037,Paris Eternal,Houston Outlaws,OWL 2020 Regular Season,Houston Outlaws,2020-03-07
608,31038,Boston Uprising,Washington Justice,OWL 2020 Regular Season,Washington Justice,2020-03-07
609,31042,Paris Eternal,Philadelphia Fusion,OWL 2020 Regular Season,Paris Eternal,2020-03-08
610,31044,New York Excelsior,Washington Justice,OWL 2020 Regular Season,New York Excelsior,2020-03-08
611,31043,Boston Uprising,Atlanta Reign,OWL 2020 Regular Season,Atlanta Reign,2020-03-08
612,32811,Guangzhou Charge,Shanghai Dragons,OWL 2020 Regular Season,Shanghai Dragons,2020-03-28
613,31003,Chengdu Hunters,Hangzhou Spark,OWL 2020 Regular Season,Hangzhou Spark,2020-03-28
614,31066,Toronto Defiant,Boston Uprising,OWL 2020 Regular Season,Toronto Defiant,2020-03-28
615,33021,Los Angeles Valiant,Seoul Dynasty,OWL 2020 Regular Season,Seoul Dynasty,2020-03-28
616,32813,San Francisco Shock,Los Angeles Gladiators,OWL 2020 Regular Season,Los Angeles Gladiators,2020-03-28
617,31000,Chengdu Hunters,Shanghai Dragons,OWL 2020 Regular Season,Chengdu Hunters,2020-03-29
618,31058,Hangzhou Spark,Guangzhou Charge,OWL 2020 Regular Season,Guangzhou Charge,2020-03-29
619,31060,Florida Mayhem,Atlanta Reign,OWL 2020 Regular Season,Atlanta Reign,2020-03-29
620,32857,Seoul Dynasty,Los Angeles Gladiators,OWL 2020 Regular Season,Seoul Dynasty,2020-03-29
621,32814,Los Angeles Valiant,San Francisco Shock,OWL 2020 Regular Season,Los Angeles Valiant,2020-03-29
622,31054,Toronto Defiant,Washington Justice,OWL 2020 Regular Season,Toronto Defiant,2020-04-04
623,31071,Los Angeles Gladiators,Dallas Fuel,OWL 2020 Regular Season,Los Angeles Gladiators,2020-04-04
624,32804,Los Angeles Valiant,San Francisco Shock,OWL 2020 Regular Season,San Francisco Shock,2020-04-04
625,32864,Shanghai Dragons,Hangzhou Spark,OWL 2020 Regular Season,Shanghai Dragons,2020-04-05
626,32863,Chengdu Hunters,Guangzhou Charge,OWL 2020 Regular Season,Guangzhou Charge,2020-04-05
627,31073,Houston Outlaws,Paris Eternal,OWL 2020 Regular Season,Paris Eternal,2020-04-05
628,31059,Philadelphia Fusion,Washington Justice,OWL 2020 Regular Season,Philadelphia Fusion,2020-04-05
629,32817,Dallas Fuel,Los Angeles Valiant,OWL 2020 Regular Season,Dallas Fuel,2020-04-05
630,32832,Chengdu Hunters,Shanghai Dragons,OWL 2020 Regular Season,Shanghai Dragons,2020-04-06
631,32833,Guangzhou Charge,Hangzhou Spark,OWL 2020 Regular Season,Hangzhou Spark,2020-04-06
632,32854,Hangzhou Spark,Chengdu Hunters,OWL 2020 Regular Season,Hangzhou Spark,2020-04-11
633,33022,Vancouver Titans,Guangzhou Charge,OWL 2020 Regular Season,Guangzhou Charge,2020-04-11
634,31094,Philadelphia Fusion,Paris Eternal,OWL 2020 Regular Season,Philadelphia Fusion,2020-04-11
635,31087,Houston Outlaws,Boston Uprising,OWL 2020 Regular Season,Houston Outlaws,2020-04-11
636,33071,Washington Justice,Dallas Fuel,OWL 2020 Regular Season,Dallas Fuel,2020-04-11
637,33081,Chengdu Hunters,Vancouver Titans,OWL 2020 Regular Season,Chengdu Hunters,2020-04-12
638,32852,Shanghai Dragons,Guangzhou Charge,OWL 2020 Regular Season,Shanghai Dragons,2020-04-12
639,31093,Houston Outlaws,Toronto Defiant,OWL 2020 Regular Season,Houston Outlaws,2020-04-12
640,31064,Philadelphia Fusion,Atlanta Reign,OWL 2020 Regular Season,Philadelphia Fusion,2020-04-12
641,32841,San Francisco Shock,Los Angeles Gladiators,OWL 2020 Regular Season,San Francisco Shock,2020-04-13
642,32862,Atlanta Reign,Washington Justice,OWL 2020 Regular Season,Atlanta Reign,2020-04-16
643,32861,Los Angeles Gladiators,Los Angeles Valiant,OWL 2020 Regular Season,Los Angeles Gladiators,2020-04-17
644,32856,Florida Mayhem,Paris Eternal,OWL 2020 Regular Season,Florida Mayhem,2020-04-17
645,32855,Boston Uprising,Toronto Defiant,OWL 2020 Regular Season,Toronto Defiant,2020-04-18
646,32853,Dallas Fuel,San Francisco Shock,OWL 2020 Regular Season,San Francisco Shock,2020-04-18
647,32851,Chengdu Hunters,Guangzhou Charge,OWL 2020 Regular Season,Chengdu Hunters,2020-04-18
648,32845,Shanghai Dragons,Hangzhou Spark,OWL 2020 Regular Season,Shanghai Dragons,2020-04-18
649,32844,Guangzhou Charge,Hangzhou Spark,OWL 2020 Regular Season,Guangzhou Charge,2020-04-19
650,32843,Chengdu Hunters,Shanghai Dragons,OWL 2020 Regular Season,Shanghai Dragons,2020-04-19
