,id,team_one,team_two,stage,winner,date
526,21360,Paris Eternal,Philadelphia Fusion,Overwatch League Stage 4,Paris Eternal,8/9/2019
527,21473,Toronto Defiant,Florida Mayhem,Overwatch League Stage 4,Florida Mayhem,8/9/2019
528,21436,Guangzhou Charge,Seoul Dynasty,Overwatch League Stage 4,Guangzhou Charge,8/9/2019
529,21409,Boston Uprising,Washington Justice,Overwatch League Stage 4,Washington Justice,8/9/2019
530,21418,Dallas Fuel,Los Angeles Gladiators,Overwatch League Stage 4,Los Angeles Gladiators,8/10/2019
531,21445,San Francisco Shock,Shanghai Dragons,Overwatch League Stage 4,San Francisco Shock,8/10/2019
532,21511,Hangzhou Spark,New York Excelsior,Overwatch League Stage 4,New York Excelsior,8/10/2019
533,21474,Houston Outlaws,London Spitfire,Overwatch League Stage 4,London Spitfire,8/10/2019
534,21426,Seoul Dynasty,Toronto Defiant,Overwatch League Stage 4,Seoul Dynasty,8/10/2019
535,21456,Florida Mayhem,Los Angeles Valiant,Overwatch League Stage 4,Los Angeles Valiant,8/10/2019
536,21463,Chengdu Hunters,Hangzhou Spark,Overwatch League Stage 4,Hangzhou Spark,8/11/2019
537,21492,Philadelphia Fusion,Vancouver Titans,Overwatch League Stage 4,Vancouver Titans,8/11/2019
538,21483,Washington Justice,Houston Outlaws,Overwatch League Stage 4,Washington Justice,8/11/2019
539,21502,San Francisco Shock,Dallas Fuel,Overwatch League Stage 4,San Francisco Shock,8/11/2019
540,21437,Guangzhou Charge,New York Excelsior,Overwatch League Stage 4,Guangzhou Charge,8/12/2019
541,21410,Boston Uprising,Florida Mayhem,Overwatch League Stage 4,Florida Mayhem,8/15/2019
542,21457,Dallas Fuel,Hangzhou Spark,Overwatch League Stage 4,Hangzhou Spark,8/16/2019
543,21427,Seoul Dynasty,Shanghai Dragons,Overwatch League Stage 4,Seoul Dynasty,8/16/2019
544,21458,Washington Justice,Atlanta Reign,Overwatch League Stage 4,Atlanta Reign,8/16/2019
545,21464,Chengdu Hunters,San Francisco Shock,Overwatch League Stage 4,San Francisco Shock,8/17/2019
546,21484,Los Angeles Gladiators,Hangzhou Spark,Overwatch League Stage 4,Hangzhou Spark,8/17/2019
547,21493,Paris Eternal,Shanghai Dragons,Overwatch League Stage 4,Paris Eternal,8/17/2019
548,21503,Los Angeles Valiant,Boston Uprising,Overwatch League Stage 4,Los Angeles Valiant,8/17/2019
549,21428,Seoul Dynasty,Philadelphia Fusion,Overwatch League Stage 4,Philadelphia Fusion,8/17/2019
550,21459,Chengdu Hunters,Houston Outlaws,Overwatch League Stage 4,Chengdu Hunters,8/18/2019
551,21504,London Spitfire,Atlanta Reign,Overwatch League Stage 4,Atlanta Reign,8/18/2019
552,21465,Paris Eternal,Washington Justice,Overwatch League Stage 4,Washington Justice,8/18/2019
553,21460,Florida Mayhem,Toronto Defiant,Overwatch League Stage 4,Florida Mayhem,8/18/2019
554,21512,Dallas Fuel,Guangzhou Charge,Overwatch League Stage 4,Guangzhou Charge,8/19/2019
555,21485,Atlanta Reign,Dallas Fuel,Overwatch League Stage 4,Atlanta Reign,8/24/2019
556,21494,Boston Uprising,New York Excelsior,Overwatch League Stage 4,New York Excelsior,8/24/2019
557,21521,San Francisco Shock,Vancouver Titans,Overwatch League Stage 4,San Francisco Shock,8/25/2019
558,21419,Los Angeles Gladiators,Los Angeles Valiant,Overwatch League Stage 4,Los Angeles Gladiators,8/25/2019
559,21514,Hangzhou Spark,Shanghai Dragons,Overwatch League Stage 4,Hangzhou Spark,8/25/2019
560,21446,Atlanta Reign,Boston Uprising,Overwatch League Stage 4,Atlanta Reign,8/25/2019
561,21513,New York Excelsior,Vancouver Titans,Overwatch League Stage 4,Vancouver Titans,8/25/2019
562,21515,San Francisco Shock,Los Angeles Valiant,Overwatch League Stage 4,San Francisco Shock,8/26/2019
563,30172,Chengdu Hunters,Guangzhou Charge,Overwatch League 2019 Post-Season,Guangzhou Charge,8/31/2019
564,30173,Shanghai Dragons,Philadelphia Fusion,Overwatch League 2019 Post-Season,Shanghai Dragons,8/31/2019
565,30175,Shanghai Dragons,London Spitfire,Overwatch League 2019 Post-Season,London Spitfire,8/31/2019
566,30176,Guangzhou Charge,Seoul Dynasty,Overwatch League 2019 Post-Season,Seoul Dynasty,8/31/2019
567,30151,Seoul Dynasty,Vancouver Titans,Overwatch League 2019 Post-Season,Vancouver Titans,9/5/2019
568,30152,Los Angeles Gladiators,Hangzhou Spark,Overwatch League 2019 Post-Season,Los Angeles Gladiators,9/6/2019
569,30153,London Spitfire,New York Excelsior,Overwatch League 2019 Post-Season,New York Excelsior,9/6/2019
570,30154,Atlanta Reign,San Francisco Shock,Overwatch League 2019 Post-Season,Atlanta Reign,9/7/2019
571,30161,Seoul Dynasty,Hangzhou Spark,Overwatch League 2019 Post-Season,Hangzhou Spark,9/8/2019
572,30164,London Spitfire,San Francisco Shock,Overwatch League 2019 Post-Season,San Francisco Shock,9/8/2019
573,30155,Los Angeles Gladiators,Vancouver Titans,Overwatch League 2019 Post-Season,Vancouver Titans,9/8/2019
574,30163,Atlanta Reign,New York Excelsior,Overwatch League 2019 Post-Season,New York Excelsior,9/8/2019
575,30162,Atlanta Reign,Hangzhou Spark,Overwatch League 2019 Post-Season,Hangzhou Spark,9/12/2019
576,30159,Los Angeles Gladiators,San Francisco Shock,Overwatch League 2019 Post-Season,San Francisco Shock,9/13/2019
577,30156,New York Excelsior,Vancouver Titans,Overwatch League 2019 Post-Season,Vancouver Titans,9/13/2019
578,30160,Hangzhou Spark,San Francisco Shock,Overwatch League 2019 Post-Season,San Francisco Shock,9/14/2019
579,30158,San Francisco Shock,New York Excelsior,Overwatch League 2019 Post-Season,San Francisco Shock,9/15/2019
580,30157,San Francisco Shock,Vancouver Titans,Overwatch League 2019 Post-Season,San Francisco Shock,9/29/2019
581,30991,Toronto Defiant,Paris Eternal,OWL 2020 Regular Season,Toronto Defiant,2/8/2020
582,30992,London Spitfire,New York Excelsior,OWL 2020 Regular Season,New York Excelsior,2/8/2020
583,30993,Los Angeles Gladiators,Vancouver Titans,OWL 2020 Regular Season,Vancouver Titans,2/8/2020
584,30994,Los Angeles Valiant,Dallas Fuel,OWL 2020 Regular Season,Los Angeles Valiant,2/9/2020
585,30995,London Spitfire,Paris Eternal,OWL 2020 Regular Season,Paris Eternal,2/9/2020
586,30996,Boston Uprising,New York Excelsior,OWL 2020 Regular Season,New York Excelsior,2/9/2020
587,30997,Los Angeles Valiant,Vancouver Titans,OWL 2020 Regular Season,Vancouver Titans,2/9/2020
588,30998,San Francisco Shock,Dallas Fuel,OWL 2020 Regular Season,San Francisco Shock,2/10/2020
589,31001,Florida Mayhem,Houston Outlaws,OWL 2020 Regular Season,Florida Mayhem,2/15/2020
590,31002,Washington Justice,Philadelphia Fusion,OWL 2020 Regular Season,Philadelphia Fusion,2/15/2020
591,31005,Washington Justice,Houston Outlaws,OWL 2020 Regular Season,Washington Justice,2/16/2020
592,31006,Florida Mayhem,Philadelphia Fusion,OWL 2020 Regular Season,Philadelphia Fusion,2/16/2020
593,31010,New York Excelsior,Philadelphia Fusion,OWL 2020 Regular Season,Philadelphia Fusion,2/22/2020
594,31011,Boston Uprising,Houston Outlaws,OWL 2020 Regular Season,Boston Uprising,2/22/2020
595,31012,Paris Eternal,Washington Justice,OWL 2020 Regular Season,Paris Eternal,2/23/2020
596,31016,New York Excelsior,Houston Outlaws,OWL 2020 Regular Season,New York Excelsior,2/23/2020
597,31017,Toronto Defiant,Philadelphia Fusion,OWL 2020 Regular Season,Philadelphia Fusion,2/23/2020
598,31018,London Spitfire,Washington Justice,OWL 2020 Regular Season,London Spitfire,2/24/2020
599,31023,New York Excelsior,Florida Mayhem,OWL 2020 Regular Season,New York Excelsior,2/29/2020
600,31024,Toronto Defiant,Atlanta Reign,OWL 2020 Regular Season,Atlanta Reign,2/29/2020
601,31025,London Spitfire,Houston Outlaws,OWL 2020 Regular Season,London Spitfire,2/29/2020
602,31029,Boston Uprising,Philadelphia Fusion,OWL 2020 Regular Season,Philadelphia Fusion,3/1/2020
603,31030,Paris Eternal,Atlanta Reign,OWL 2020 Regular Season,Paris Eternal,3/1/2020
604,31031,London Spitfire,Florida Mayhem,OWL 2020 Regular Season,London Spitfire,3/1/2020
605,31032,Toronto Defiant,Houston Outlaws,OWL 2020 Regular Season,Houston Outlaws,3/1/2020
606,31036,Toronto Defiant,Florida Mayhem,OWL 2020 Regular Season,Florida Mayhem,3/7/2020
607,31037,Paris Eternal,Houston Outlaws,OWL 2020 Regular Season,Houston Outlaws,3/7/2020
608,31038,Boston Uprising,Washington Justice,OWL 2020 Regular Season,Washington Justice,3/7/2020
609,31042,Paris Eternal,Philadelphia Fusion,OWL 2020 Regular Season,Paris Eternal,3/8/2020
610,31044,New York Excelsior,Washington Justice,OWL 2020 Regular Season,New York Excelsior,3/8/2020
611,31043,Boston Uprising,Atlanta Reign,OWL 2020 Regular Season,Atlanta Reign,3/8/2020
612,32811,Guangzhou Charge,Shanghai Dragons,OWL 2020 Regular Season,Shanghai Dragons,3/28/2020
613,31003,Chengdu Hunters,Hangzhou Spark,OWL 2020 Regular Season,Hangzhou Spark,3/28/2020
614,31066,Toronto Defiant,Boston Uprising,OWL 2020 Regular Season,Toronto Defiant,3/28/2020
615,33021,Los Angeles Valiant,Seoul Dynasty,OWL 2020 Regular Season,Seoul Dynasty,3/28/2020
616,32813,San Francisco Shock,Los Angeles Gladiators,OWL 2020 Regular Season,Los Angeles Gladiators,3/28/2020
617,31000,Chengdu Hunters,Shanghai Dragons,OWL 2020 Regular Season,Chengdu Hunters,3/29/2020
618,31058,Hangzhou Spark,Guangzhou Charge,OWL 2020 Regular Season,Guangzhou Charge,3/29/2020
619,31060,Florida Mayhem,Atlanta Reign,OWL 2020 Regular Season,Atlanta Reign,3/29/2020
620,32857,Seoul Dynasty,Los Angeles Gladiators,OWL 2020 Regular Season,Seoul Dynasty,3/29/2020
621,32814,Los Angeles Valiant,San Francisco Shock,OWL 2020 Regular Season,Los Angeles Valiant,3/29/2020
622,31054,Toronto Defiant,Washington Justice,OWL 2020 Regular Season,Toronto Defiant,4/4/2020
623,31071,Los Angeles Gladiators,Dallas Fuel,OWL 2020 Regular Season,Los Angeles Gladiators,4/4/2020
624,32804,Los Angeles Valiant,San Francisco Shock,OWL 2020 Regular Season,San Francisco Shock,4/4/2020
625,32864,Shanghai Dragons,Hangzhou Spark,OWL 2020 Regular Season,Shanghai Dragons,4/5/2020
626,32863,Chengdu Hunters,Guangzhou Charge,OWL 2020 Regular Season,Guangzhou Charge,4/5/2020
627,31073,Houston Outlaws,Paris Eternal,OWL 2020 Regular Season,Paris Eternal,4/5/2020
628,31059,Philadelphia Fusion,Washington Justice,OWL 2020 Regular Season,Philadelphia Fusion,4/5/2020
629,32817,Dallas Fuel,Los Angeles Valiant,OWL 2020 Regular Season,Dallas Fuel,4/5/2020
630,32832,Chengdu Hunters,Shanghai Dragons,OWL 2020 Regular Season,Shanghai Dragons,4/6/2020
631,32833,Guangzhou Charge,Hangzhou Spark,OWL 2020 Regular Season,Hangzhou Spark,4/6/2020
632,32854,Hangzhou Spark,Chengdu Hunters,OWL 2020 Regular Season,Hangzhou Spark,4/11/2020
633,33022,Vancouver Titans,Guangzhou Charge,OWL 2020 Regular Season,Guangzhou Charge,4/11/2020
634,31094,Philadelphia Fusion,Paris Eternal,OWL 2020 Regular Season,Philadelphia Fusion,4/11/2020
635,31087,Houston Outlaws,Boston Uprising,OWL 2020 Regular Season,Houston Outlaws,4/11/2020
636,33071,Washington Justice,Dallas Fuel,OWL 2020 Regular Season,Dallas Fuel,4/11/2020
637,33081,Chengdu Hunters,Vancouver Titans,OWL 2020 Regular Season,Chengdu Hunters,4/12/2020
638,32852,Shanghai Dragons,Guangzhou Charge,OWL 2020 Regular Season,Shanghai Dragons,4/12/2020
639,31093,Houston Outlaws,Toronto Defiant,OWL 2020 Regular Season,Houston Outlaws,4/12/2020
640,31064,Philadelphia Fusion,Atlanta Reign,OWL 2020 Regular Season,Philadelphia Fusion,4/12/2020
641,32841,San Francisco Shock,Los Angeles Gladiators,OWL 2020 Regular Season,San Francisco Shock,4/13/2020
642,32862,Atlanta Reign,Washington Justice,OWL 2020 Regular Season,Atlanta Reign,4/16/2020
643,32861,Los Angeles Gladiators,Los Angeles Valiant,OWL 2020 Regular Season,Los Angeles Gladiators,4/17/2020
644,32856,Florida Mayhem,Paris Eternal,OWL 2020 Regular Season,Florida Mayhem,4/17/2020
645,32855,Boston Uprising,Toronto Defiant,OWL 2020 Regular Season,Toronto Defiant,4/18/2020
646,32853,Dallas Fuel,San Francisco Shock,OWL 2020 Regular Season,San Francisco Shock,4/18/2020
647,32851,Chengdu Hunters,Guangzhou Charge,OWL 2020 Regular Season,Chengdu Hunters,4/18/2020
648,32845,Shanghai Dragons,Hangzhou Spark,OWL 2020 Regular Season,Shanghai Dragons,4/18/2020
649,32844,Guangzhou Charge,Hangzhou Spark,OWL 2020 Regular Season,Guangzhou Charge,4/19/2020
650,32843,Chengdu Hunters,Shanghai Dragons,OWL 2020 Regular Season,Shanghai Dragons,4/19/2020
651,32842,Seoul Dynasty,Hangzhou Spark,OWL 2020 Regular Season,Seoul Dynasty,4/25/2020
652,32831,Guangzhou Charge,Shanghai Dragons,OWL 2020 Regular Season,Shanghai Dragons,4/25/2020
653,32829,New York Excelsior,Chengdu Hunters,OWL 2020 Regular Season,New York Excelsior,4/25/2020
654,32828,Atlanta Reign,Philadelphia Fusion,OWL 2020 Regular Season,Philadelphia Fusion,4/25/2020
655,32827,San Francisco Shock,Los Angeles Valiant,OWL 2020 Regular Season,San Francisco Shock,4/25/2020
656,32826,Hangzhou Spark,Chengdu Hunters,OWL 2020 Regular Season,Hangzhou Spark,4/26/2020
657,32825,Shanghai Dragons,Seoul Dynasty,OWL 2020 Regular Season,Shanghai Dragons,4/26/2020
658,32824,Guangzhou Charge,New York Excelsior,OWL 2020 Regular Season,New York Excelsior,4/26/2020
659,32823,Florida Mayhem,Boston Uprising,OWL 2020 Regular Season,Florida Mayhem,4/26/2020
660,32822,Houston Outlaws,Dallas Fuel,OWL 2020 Regular Season,Dallas Fuel,4/26/2020
661,34234,Guangzhou Charge,Seoul Dynasty,OWL 2020 Regular Season,Guangzhou Charge,5/2/2020
662,34233,New York Excelsior,Shanghai Dragons,OWL 2020 Regular Season,Shanghai Dragons,5/2/2020
663,34232,Dallas Fuel,Washington Justice,OWL 2020 Regular Season,Dallas Fuel,5/2/2020
664,34231,Los Angeles Valiant,Atlanta Reign,OWL 2020 Regular Season,Los Angeles Valiant,5/2/2020
665,34230,Houston Outlaws,San Francisco Shock,OWL 2020 Regular Season,San Francisco Shock,5/2/2020
666,34229,Seoul Dynasty,Hangzhou Spark,OWL 2020 Regular Season,Hangzhou Spark,5/3/2020
667,34228,Chengdu Hunters,New York Excelsior,OWL 2020 Regular Season,New York Excelsior,5/3/2020
668,34227,Philadelphia Fusion,Paris Eternal,OWL 2020 Regular Season,Philadelphia Fusion,5/3/2020
669,34226,Florida Mayhem,Boston Uprising,OWL 2020 Regular Season,Florida Mayhem,5/3/2020
670,34225,Toronto Defiant,Los Angeles Gladiators,OWL 2020 Regular Season,Los Angeles Gladiators,5/3/2020
671,34224,Shanghai Dragons,Seoul Dynasty,OWL 2020 Regular Season,Seoul Dynasty,5/9/2020
672,34223,Chengdu Hunters,London Spitfire,OWL 2020 Regular Season,London Spitfire,5/9/2020
673,34222,Guangzhou Charge,New York Excelsior,OWL 2020 Regular Season,Guangzhou Charge,5/9/2020
674,34221,Paris Eternal,Los Angeles Gladiators,OWL 2020 Regular Season,Paris Eternal,5/9/2020
675,34211,Washington Justice,Vancouver Titans,OWL 2020 Regular Season,Washington Justice,5/9/2020
676,34201,Houston Outlaws,Atlanta Reign,OWL 2020 Regular Season,Atlanta Reign,5/9/2020
677,34189,Los Angeles Valiant,Boston Uprising,OWL 2020 Regular Season,Los Angeles Valiant,5/10/2020
678,34130,Hangzhou Spark,Shanghai Dragons,OWL 2020 Regular Season,Shanghai Dragons,5/10/2020
679,34198,London Spitfire,Guangzhou Charge,OWL 2020 Regular Season,Guangzhou Charge,5/10/2020
680,34197,Dallas Fuel,Philadelphia Fusion,OWL 2020 Regular Season,Philadelphia Fusion,5/10/2020
681,34196,Toronto Defiant,San Francisco Shock,OWL 2020 Regular Season,San Francisco Shock,5/10/2020
682,34195,Florida Mayhem,Vancouver Titans,OWL 2020 Regular Season,Florida Mayhem,5/10/2020
683,40000,Seoul Dynasty,Chengdu Hunters,OWL 2020 Regular Season,Seoul Dynasty,5/16/2020
684,40001,London Spitfire,Shanghai Dragons,OWL 2020 Regular Season,London Spitfire,5/16/2020
685,40002,New York Excelsior,Hangzhou Spark,OWL 2020 Regular Season,New York Excelsior,5/16/2020
686,40003,Vancouver Titans,Houston Outlaws,OWL 2020 Regular Season,Vancouver Titans,5/16/2020
687,40004,Florida Mayhem,Washington Justice,OWL 2020 Regular Season,Florida Mayhem,5/16/2020
688,40005,Los Angeles Gladiators,Boston Uprising,OWL 2020 Regular Season,Los Angeles Gladiators,5/16/2020
689,40006,San Francisco Shock,Atlanta Reign,OWL 2020 Regular Season,San Francisco Shock,5/16/2020
690,40007,Guangzhou Charge,Chengdu Hunters,OWL 2020 Regular Season,Guangzhou Charge,5/16/2020
691,40008,Hangzhou Spark,London Spitfire,OWL 2020 Regular Season,Hangzhou Spark,5/16/2020
692,40009,Dallas Fuel,Paris Eternal,OWL 2020 Regular Season,Dallas Fuel,5/16/2020
693,40010,Philadelphia Fusion,Vancouver Titans,OWL 2020 Regular Season,Philadelphia Fusion,5/16/2020
694,40011,Toronto Defiant,Los Angeles Valiant,OWL 2020 Regular Season,Toronto Defiant,5/16/2020
695,40012,Vancouver Titans,Toronto Defiant,OWL 2020 Regular Season,Toronto Defiant,5/22/2020
696,40013,Houston Outlaws,Dallas Fuel,OWL 2020 Regular Season,Dallas Fuel,5/22/2020
697,40014,Washington Justice,Los Angeles Gladiators,OWL 2020 Regular Season,Los Angeles Gladiators,5/22/2020
698,40015,Toronto Defiant,Atlanta Reign,OWL 2020 Regular Season,Atlanta Reign,5/22/2020
699,40016,Boston Uprising,Paris Eternal,OWL 2020 Regular Season,Paris Eternal,5/22/2020
700,40017,Dallas Fuel,San Francisco Shock,OWL 2020 Regular Season,San Francisco Shock,5/22/2020
701,40018,Atlanta Reign,Florida Mayhem,OWL 2020 Regular Season,Florida Mayhem,5/23/2020
702,40019,Los Angeles Gladiators,Philadelphia Fusion,OWL 2020 Regular Season,Philadelphia Fusion,5/23/2020
703,40020,Paris Eternal,Los Angeles Valiant,OWL 2020 Regular Season,Los Angeles Valiant,5/23/2020
704,40021,Los Angeles Valiant,San Francisco Shock,OWL 2020 Regular Season,San Francisco Shock,5/23/2020
705,40022,Philadelphia Fusion,Florida Mayhem,OWL 2020 Regular Season,Florida Mayhem,5/23/2020
706,40023,Florida Mayhem,San Francisco Shock,OWL 2020 Regular Season,San Francisco Shock,5/23/2020
707,40024,London Spitfire,Shanghai Dragons,OWL 2020 Regular Season,London Spitfire,6/13/2020
708,40025,New York Excelsior,Seoul Dynasty,OWL 2020 Regular Season,New York Excelsior,6/13/2020
709,40026,Paris Eternal,Boston Uprising,OWL 2020 Regular Season,Paris Eternal,6/13/2020
710,40027,Florida Mayhem,Dallas Fuel,OWL 2020 Regular Season,Florida Mayhem,6/13/2020
711,40028,Atlanta Reign,Los Angeles Gladiators,OWL 2020 Regular Season,Atlanta Reign,6/13/2020
712,40029,Philadelphia Fusion,Houston Outlaws,OWL 2020 Regular Season,Philadelphia Fusion,6/14/2020
713,40030,Vancouver Titans,Toronto Defiant,OWL 2020 Regular Season,Vancouver Titans,6/14/2020
714,40031,Los Angeles Valiant,Washington Justice,OWL 2020 Regular Season,Los Angeles Valiant,6/14/2020
