,Unnamed: 0,id,team_one,team_two,stage,winner,date,corona_virus_isolation,t1_wins_season,t1_losses_season,t2_wins_season,t2_losses_season,t1_matches_season,t2_matches_season,t1_win_percent_season,t2_win_percent_season,t1_wins_alltime,t1_losses_alltime,t2_wins_alltime,t2_losses_alltime,t1_matches_alltime,t2_matches_alltime,t1_win_percent_alltime,t2_win_percent_alltime,t1_wins_last_3,t1_losses_last_3,t2_wins_last_3,t2_losses_last_3,t1_win_percent_last_3,t2_win_percent_last_3,t1_wins_last_5,t1_losses_last_5,t2_wins_last_5,t2_losses_last_5,t1_win_percent_last_5,t2_win_percent_last_5,t1_wins_last_10,t1_losses_last_10,t2_wins_last_10,t2_losses_last_10,t1_win_percent_last_10,t2_win_percent_last_10,t1_wins_last_20,t1_losses_last_20,t2_wins_last_20,t2_losses_last_20,t1_win_percent_last_20,t2_win_percent_last_20,t1_place_last_season,t2_place_last_season,t1_wins_vs_t2,t1_losses_vs_t2,t1_matches_vs_t2,t1_win_percent_vs_t2,winner_label,t1_odds,t2_odds
390,390,21345,Los Angeles Valiant,Dallas Fuel,Overwatch League Stage 2,Dallas Fuel,2019-04-27,False,2.0,9.0,6.0,5.0,11.0,11.0,0.18181818181818185,0.5454545454545454,31.0,25.0,18.0,34.0,56.0,52.0,0.5535714285714286,0.3461538461538461,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,2.0,3.0,2.0,3.0,0.4,0.4,2.0,8.0,6.0,4.0,0.2,0.6,8.0,12.0,11.0,9.0,0.4,0.55,2.0,10.0,3,1,4,0.75,1,165,-222
391,391,21361,Hangzhou Spark,Paris Eternal,Overwatch League Stage 2,Hangzhou Spark,2019-04-28,False,6.0,6.0,5.0,6.0,12.0,11.0,0.5,0.4545454545454545,6.0,6.0,5.0,6.0,12.0,11.0,0.5,0.4545454545454545,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,3.0,2.0,2.0,3.0,0.6,0.4,4.0,6.0,4.0,6.0,0.4,0.4,,,,,,,,,0,0,0,,0,-256,183
392,392,21289,Chengdu Hunters,London Spitfire,Overwatch League Stage 2,Chengdu Hunters,2019-04-28,False,5.0,7.0,7.0,4.0,12.0,11.0,0.4166666666666667,0.6363636363636364,5.0,7.0,39.0,22.0,12.0,61.0,0.4166666666666667,0.639344262295082,0.0,3.0,3.0,0.0,0.0,1.0,2.0,3.0,4.0,1.0,0.4,0.8,4.0,6.0,7.0,3.0,0.4,0.7,,,14.0,6.0,,0.7,,5.0,0,0,0,,0,449,-769
393,393,21362,Seoul Dynasty,Los Angeles Valiant,Overwatch League Stage 2,Seoul Dynasty,2019-04-28,False,7.0,6.0,2.0,10.0,13.0,12.0,0.5384615384615384,0.16666666666666666,29.0,24.0,31.0,26.0,53.0,57.0,0.5471698113207547,0.543859649122807,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,2.0,3.0,2.0,3.0,0.4,0.4,5.0,5.0,2.0,8.0,0.5,0.2,10.0,10.0,7.0,13.0,0.5,0.35,8.0,2.0,1,3,4,0.25,0,-2000,925
394,394,21314,Houston Outlaws,Dallas Fuel,Overwatch League Stage 2,Dallas Fuel,2019-04-28,False,3.0,8.0,7.0,5.0,11.0,12.0,0.2727272727272727,0.5833333333333334,25.0,27.0,19.0,34.0,52.0,53.0,0.4807692307692308,0.3584905660377358,0.0,3.0,1.0,2.0,0.0,0.3333333333333333,0.0,5.0,3.0,2.0,0.0,0.6,3.0,7.0,6.0,4.0,0.3,0.6,8.0,12.0,11.0,9.0,0.4,0.55,7.0,10.0,3,0,3,1.0,1,325,-476
395,395,21371,Dallas Fuel,Florida Mayhem,Overwatch League Stage 2,Dallas Fuel,2019-05-03,False,8.0,5.0,1.0,12.0,13.0,13.0,0.6153846153846154,0.07692307692307693,20.0,34.0,8.0,45.0,54.0,53.0,0.3703703703703704,0.1509433962264151,2.0,1.0,0.0,3.0,0.6666666666666666,0.0,3.0,2.0,0.0,5.0,0.6,0.0,7.0,3.0,0.0,10.0,0.7,0.0,11.0,9.0,2.0,18.0,0.55,0.1,10.0,11.0,1,2,3,0.3333333333333333,0,-1000,579
396,396,21298,Philadelphia Fusion,San Francisco Shock,Overwatch League Stage 2,San Francisco Shock,2019-05-03,False,9.0,6.0,11.0,4.0,15.0,15.0,0.6,0.7333333333333333,38.0,26.0,28.0,27.0,64.0,55.0,0.59375,0.509090909090909,1.0,2.0,3.0,0.0,0.3333333333333333,1.0,3.0,2.0,5.0,0.0,0.6,1.0,6.0,4.0,8.0,2.0,0.6,0.8,11.0,9.0,13.0,7.0,0.55,0.65,6.0,9.0,2,2,4,0.5,1,618,-1250
397,397,21381,Guangzhou Charge,Houston Outlaws,Overwatch League Stage 2,Guangzhou Charge,2019-05-03,False,4.0,9.0,3.0,9.0,13.0,12.0,0.3076923076923077,0.25,4.0,9.0,25.0,28.0,13.0,53.0,0.3076923076923077,0.4716981132075472,1.0,2.0,0.0,3.0,0.3333333333333333,0.0,1.0,4.0,0.0,5.0,0.2,0.0,3.0,7.0,3.0,7.0,0.3,0.3,,,7.0,13.0,,0.35,,7.0,0,0,0,,0,-263,192
398,398,21353,Boston Uprising,Los Angeles Gladiators,Overwatch League Stage 2,Boston Uprising,2019-05-04,False,6.0,7.0,9.0,4.0,13.0,13.0,0.4615384615384616,0.6923076923076923,34.0,24.0,35.0,23.0,58.0,58.0,0.5862068965517241,0.603448275862069,0.0,3.0,3.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,0.4,1.0,5.0,5.0,8.0,2.0,0.5,0.8,11.0,9.0,13.0,7.0,0.55,0.65,3.0,4.0,4,0,4,1.0,0,394,-588
399,399,21335,Toronto Defiant,Vancouver Titans,Overwatch League Stage 2,Vancouver Titans,2019-05-04,False,6.0,7.0,15.0,0.0,13.0,15.0,0.4615384615384616,1.0,6.0,7.0,15.0,0.0,13.0,15.0,0.4615384615384616,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,4.0,5.0,0.0,0.2,1.0,4.0,6.0,10.0,0.0,0.4,1.0,,,,,,,,,0,0,0,,1,1213,-5000
400,400,21346,Shanghai Dragons,Washington Justice,Overwatch League Stage 2,Shanghai Dragons,2019-05-04,False,6.0,6.0,1.0,11.0,12.0,12.0,0.5,0.08333333333333333,6.0,46.0,1.0,11.0,52.0,12.0,0.1153846153846154,0.08333333333333333,3.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,5.0,0.6,0.0,6.0,4.0,1.0,9.0,0.6,0.1,6.0,14.0,,,0.3,,12.0,,0,0,0,,0,-833,449
401,401,21347,London Spitfire,Houston Outlaws,Overwatch League Stage 2,London Spitfire,2019-05-04,False,7.0,5.0,3.0,10.0,12.0,13.0,0.5833333333333334,0.2307692307692308,39.0,23.0,25.0,29.0,62.0,54.0,0.6290322580645161,0.462962962962963,2.0,1.0,0.0,3.0,0.6666666666666666,0.0,4.0,1.0,0.0,5.0,0.8,0.0,7.0,3.0,2.0,8.0,0.7,0.2,13.0,7.0,7.0,13.0,0.65,0.35,5.0,7.0,1,4,5,0.2,0,-1667,788
402,402,21363,Atlanta Reign,New York Excelsior,Overwatch League Stage 2,Atlanta Reign,2019-05-04,False,6.0,8.0,12.0,2.0,14.0,14.0,0.42857142857142855,0.8571428571428571,6.0,8.0,50.0,12.0,14.0,62.0,0.42857142857142855,0.8064516129032258,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,2.0,3.0,4.0,1.0,0.4,0.8,3.0,7.0,8.0,2.0,0.3,0.8,,,14.0,6.0,,0.7,,1.0,1,0,1,1.0,0,532,-1111
403,403,21315,Seoul Dynasty,Vancouver Titans,Overwatch League Stage 2,Vancouver Titans,2019-05-04,False,8.0,6.0,15.0,0.0,14.0,15.0,0.5714285714285714,1.0,30.0,24.0,15.0,0.0,54.0,15.0,0.5555555555555556,1.0,3.0,0.0,3.0,0.0,1.0,1.0,3.0,2.0,5.0,0.0,0.6,1.0,6.0,4.0,10.0,0.0,0.6,1.0,11.0,9.0,,,0.55,,8.0,,0,2,2,0.0,1,582,-1111
404,404,21372,Chengdu Hunters,Los Angeles Valiant,Overwatch League Stage 2,Los Angeles Valiant,2019-05-05,False,6.0,7.0,2.0,11.0,13.0,13.0,0.4615384615384616,0.15384615384615385,6.0,7.0,31.0,27.0,13.0,58.0,0.4615384615384616,0.5344827586206896,1.0,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,2.0,3.0,2.0,3.0,0.4,0.4,4.0,6.0,2.0,8.0,0.4,0.2,,,6.0,14.0,,0.3,,2.0,0,0,0,,1,-294,219
405,405,21299,Toronto Defiant,Paris Eternal,Overwatch League Stage 2,Toronto Defiant,2019-05-05,False,6.0,8.0,5.0,7.0,14.0,12.0,0.42857142857142855,0.4166666666666667,6.0,8.0,5.0,7.0,14.0,12.0,0.42857142857142855,0.4166666666666667,0.0,3.0,1.0,2.0,0.0,0.3333333333333333,0.0,5.0,2.0,3.0,0.0,0.4,4.0,6.0,3.0,7.0,0.4,0.3,,,,,,,,,0,0,0,,0,-127,-105
406,406,21364,Washington Justice,Boston Uprising,Overwatch League Stage 2,Washington Justice,2019-05-05,False,1.0,12.0,7.0,7.0,13.0,14.0,0.07692307692307693,0.5,1.0,12.0,35.0,24.0,13.0,59.0,0.07692307692307693,0.5932203389830508,0.0,3.0,1.0,2.0,0.0,0.3333333333333333,0.0,5.0,2.0,3.0,0.0,0.4,1.0,9.0,5.0,5.0,0.1,0.5,,,11.0,9.0,,0.55,,3.0,0,0,0,,0,421,-714
407,407,21316,Shanghai Dragons,San Francisco Shock,Overwatch League Stage 2,San Francisco Shock,2019-05-05,False,7.0,6.0,12.0,4.0,13.0,16.0,0.5384615384615384,0.75,7.0,46.0,29.0,27.0,53.0,56.0,0.1320754716981132,0.5178571428571429,3.0,0.0,3.0,0.0,1.0,1.0,4.0,1.0,5.0,0.0,0.8,1.0,6.0,4.0,9.0,1.0,0.6,0.9,7.0,13.0,13.0,7.0,0.35,0.65,12.0,9.0,0,4,4,0.0,1,939,-2500
408,408,21373,Seoul Dynasty,Hangzhou Spark,Overwatch League Stage 2,Hangzhou Spark,2019-05-06,False,8.0,7.0,7.0,6.0,15.0,13.0,0.5333333333333333,0.5384615384615384,30.0,25.0,7.0,6.0,55.0,13.0,0.5454545454545454,0.5384615384615384,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,3.0,2.0,4.0,1.0,0.6,0.8,6.0,4.0,5.0,5.0,0.6,0.5,10.0,10.0,,,0.5,,8.0,,0,0,0,,1,-250,185
409,409,20311,Shanghai Dragons,San Francisco Shock,Overwatch League Stage 2 Title Matches,San Francisco Shock,2019-05-10,False,7.0,7.0,13.0,4.0,14.0,17.0,0.5,0.7647058823529411,7.0,47.0,30.0,27.0,54.0,57.0,0.12962962962962962,0.5263157894736842,2.0,1.0,3.0,0.0,0.6666666666666666,1.0,4.0,1.0,5.0,0.0,0.8,1.0,5.0,5.0,9.0,1.0,0.5,0.9,7.0,13.0,14.0,6.0,0.35,0.7,12.0,9.0,0,5,5,0.0,1,841,-2000
410,410,20312,Hangzhou Spark,London Spitfire,Overwatch League Stage 2 Title Matches,Hangzhou Spark,2019-05-10,False,8.0,6.0,8.0,5.0,14.0,13.0,0.5714285714285714,0.6153846153846154,8.0,6.0,40.0,23.0,14.0,63.0,0.5714285714285714,0.6349206349206349,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,4.0,1.0,4.0,1.0,0.8,0.8,6.0,4.0,7.0,3.0,0.6,0.7,,,14.0,6.0,,0.7,,5.0,0,1,1,0.0,0,191,-256
411,411,20313,New York Excelsior,Los Angeles Gladiators,Overwatch League Stage 2 Title Matches,New York Excelsior,2019-05-11,False,12.0,3.0,9.0,5.0,15.0,14.0,0.8,0.6428571428571429,50.0,13.0,35.0,24.0,63.0,59.0,0.7936507936507936,0.5932203389830508,1.0,2.0,2.0,1.0,0.3333333333333333,0.6666666666666666,3.0,2.0,4.0,1.0,0.6,0.8,7.0,3.0,8.0,2.0,0.7,0.8,14.0,6.0,12.0,8.0,0.7,0.6,1.0,4.0,2,1,3,0.6666666666666666,0,-233,171
412,412,20314,Dallas Fuel,Vancouver Titans,Overwatch League Stage 2 Title Matches,Vancouver Titans,2019-05-11,False,9.0,5.0,17.0,0.0,14.0,17.0,0.6428571428571429,1.0,21.0,34.0,17.0,0.0,55.0,17.0,0.3818181818181817,1.0,3.0,0.0,3.0,0.0,1.0,1.0,3.0,2.0,5.0,0.0,0.6,1.0,7.0,3.0,10.0,0.0,0.7,1.0,12.0,8.0,,,0.6,,10.0,,0,1,1,0.0,1,1117,-5000
413,413,20315,Hangzhou Spark,San Francisco Shock,Overwatch League Stage 2 Title Matches,San Francisco Shock,2019-05-11,False,9.0,6.0,14.0,4.0,15.0,18.0,0.6,0.7777777777777778,9.0,6.0,31.0,27.0,15.0,58.0,0.6,0.5344827586206896,3.0,0.0,3.0,0.0,1.0,1.0,4.0,1.0,5.0,0.0,0.8,1.0,7.0,3.0,9.0,1.0,0.7,0.9,,,15.0,5.0,,0.75,,9.0,0,2,2,0.0,1,894,-2000
414,414,20317,New York Excelsior,Vancouver Titans,Overwatch League Stage 2 Title Matches,Vancouver Titans,2019-05-11,False,12.0,3.0,17.0,0.0,15.0,17.0,0.8,1.0,50.0,13.0,17.0,0.0,63.0,17.0,0.7936507936507936,1.0,1.0,2.0,3.0,0.0,0.3333333333333333,1.0,3.0,2.0,5.0,0.0,0.6,1.0,7.0,3.0,10.0,0.0,0.7,1.0,14.0,6.0,,,0.7,,1.0,,0,0,0,,1,163,-227
415,415,20316,Vancouver Titans,San Francisco Shock,Overwatch League Stage 2 Title Matches,San Francisco Shock,2019-05-12,False,19.0,0.0,15.0,4.0,19.0,19.0,1.0,0.7894736842105263,19.0,0.0,32.0,27.0,19.0,59.0,1.0,0.5423728813559322,3.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,10.0,0.0,9.0,1.0,1.0,0.9,,,16.0,4.0,,0.8,,9.0,2,0,2,1.0,1,-169,129
416,416,21300,San Francisco Shock,Atlanta Reign,Overwatch League Stage 3,San Francisco Shock,2019-06-06,False,16.0,4.0,7.0,8.0,20.0,15.0,0.8,0.4666666666666667,33.0,27.0,7.0,8.0,60.0,15.0,0.55,0.4666666666666667,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,5.0,0.0,3.0,2.0,1.0,0.6,10.0,0.0,4.0,6.0,1.0,0.4,16.0,4.0,,,0.8,,9.0,,0,0,0,,0,-2000,831
417,417,21348,Florida Mayhem,Seoul Dynasty,Overwatch League Stage 3,Seoul Dynasty,2019-06-07,False,1.0,13.0,8.0,8.0,14.0,16.0,0.07142857142857142,0.5,8.0,46.0,30.0,26.0,54.0,56.0,0.14814814814814814,0.5357142857142857,0.0,3.0,1.0,2.0,0.0,0.3333333333333333,0.0,5.0,3.0,2.0,0.0,0.6,0.0,10.0,5.0,5.0,0.0,0.5,2.0,18.0,9.0,11.0,0.1,0.45,11.0,8.0,0,3,3,0.0,1,501,-909
418,418,21365,Guangzhou Charge,Chengdu Hunters,Overwatch League Stage 3,Guangzhou Charge,2019-06-07,False,5.0,9.0,6.0,8.0,14.0,14.0,0.35714285714285715,0.42857142857142855,5.0,9.0,6.0,8.0,14.0,14.0,0.35714285714285715,0.42857142857142855,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,2.0,3.0,1.0,4.0,0.4,0.2,3.0,7.0,4.0,6.0,0.3,0.4,,,,,,,,,0,1,1,0.0,0,116,-156
419,419,21374,Los Angeles Valiant,Shanghai Dragons,Overwatch League Stage 3,Shanghai Dragons,2019-06-07,False,3.0,11.0,7.0,8.0,14.0,15.0,0.21428571428571427,0.4666666666666667,32.0,27.0,7.0,48.0,59.0,55.0,0.5423728813559322,0.12727272727272726,1.0,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,2.0,3.0,3.0,2.0,0.4,0.6,3.0,7.0,5.0,5.0,0.3,0.5,6.0,14.0,7.0,13.0,0.3,0.35,2.0,12.0,4,0,4,1.0,1,235,-345
420,420,21391,Paris Eternal,Toronto Defiant,Overwatch League Stage 3,Paris Eternal,2019-06-07,False,5.0,8.0,7.0,8.0,13.0,15.0,0.38461538461538464,0.4666666666666667,5.0,8.0,7.0,8.0,13.0,15.0,0.38461538461538464,0.4666666666666667,0.0,3.0,1.0,2.0,0.0,0.3333333333333333,1.0,4.0,1.0,4.0,0.2,0.2,3.0,7.0,4.0,6.0,0.3,0.4,,,,,,,,,0,1,1,0.0,0,192,-270
421,421,21382,Boston Uprising,London Spitfire,Overwatch League Stage 3,London Spitfire,2019-06-08,False,7.0,8.0,8.0,6.0,15.0,14.0,0.4666666666666667,0.5714285714285714,35.0,25.0,40.0,24.0,60.0,64.0,0.5833333333333334,0.625,1.0,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,1.0,4.0,3.0,2.0,0.2,0.6,5.0,5.0,6.0,4.0,0.5,0.6,10.0,10.0,14.0,6.0,0.5,0.7,3.0,5.0,2,3,5,0.4,1,175,-244
422,422,21354,Houston Outlaws,New York Excelsior,Overwatch League Stage 3,New York Excelsior,2019-06-08,False,3.0,11.0,13.0,4.0,14.0,17.0,0.21428571428571427,0.7647058823529411,25.0,30.0,51.0,14.0,55.0,65.0,0.4545454545454545,0.7846153846153846,0.0,3.0,1.0,2.0,0.0,0.3333333333333333,0.0,5.0,2.0,3.0,0.0,0.4,2.0,8.0,6.0,4.0,0.2,0.6,7.0,13.0,13.0,7.0,0.35,0.65,7.0,1.0,0,5,5,0.0,1,971,-3333
423,423,21336,Los Angeles Gladiators,Dallas Fuel,Overwatch League Stage 3,Los Angeles Gladiators,2019-06-08,False,9.0,6.0,9.0,6.0,15.0,15.0,0.6,0.6,35.0,25.0,21.0,35.0,60.0,56.0,0.5833333333333334,0.375,1.0,2.0,2.0,1.0,0.3333333333333333,0.6666666666666666,3.0,2.0,3.0,2.0,0.6,0.6,8.0,2.0,6.0,4.0,0.8,0.6,11.0,9.0,11.0,9.0,0.55,0.55,4.0,10.0,2,2,4,0.5,0,-357,246
424,424,21349,Hangzhou Spark,Philadelphia Fusion,Overwatch League Stage 3,Hangzhou Spark,2019-06-08,False,9.0,7.0,9.0,7.0,16.0,16.0,0.5625,0.5625,9.0,7.0,38.0,27.0,16.0,65.0,0.5625,0.5846153846153846,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,4.0,1.0,2.0,3.0,0.8,0.4,6.0,4.0,5.0,5.0,0.6,0.5,,,11.0,9.0,,0.55,,6.0,0,0,0,,0,-133,-101
425,425,21366,Vancouver Titans,Atlanta Reign,Overwatch League Stage 3,Vancouver Titans,2019-06-08,False,19.0,1.0,7.0,9.0,20.0,16.0,0.95,0.4375,19.0,1.0,7.0,9.0,20.0,16.0,0.95,0.4375,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,4.0,1.0,3.0,2.0,0.8,0.6,9.0,1.0,3.0,7.0,0.9,0.3,19.0,1.0,,,0.95,,,,0,0,0,,0,-2500,839
426,426,21317,Seoul Dynasty,Guangzhou Charge,Overwatch League Stage 3,Seoul Dynasty,2019-06-08,False,9.0,8.0,6.0,9.0,17.0,15.0,0.5294117647058824,0.4,31.0,26.0,6.0,9.0,57.0,15.0,0.543859649122807,0.4,1.0,2.0,3.0,0.0,0.3333333333333333,1.0,3.0,2.0,3.0,2.0,0.6,0.6,5.0,5.0,3.0,7.0,0.5,0.3,10.0,10.0,,,0.5,,8.0,,0,0,0,,0,-323,231
427,427,21375,Los Angeles Valiant,Chengdu Hunters,Overwatch League Stage 3,Los Angeles Valiant,2019-06-08,False,3.0,12.0,6.0,9.0,15.0,15.0,0.2,0.4,32.0,28.0,6.0,9.0,60.0,15.0,0.5333333333333333,0.4,1.0,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,2.0,3.0,1.0,4.0,0.4,0.2,3.0,7.0,4.0,6.0,0.3,0.4,5.0,15.0,,,0.25,,2.0,,1,0,1,1.0,0,,
428,428,21350,New York Excelsior,London Spitfire,Overwatch League Stage 3,New York Excelsior,2019-06-09,False,14.0,4.0,9.0,6.0,18.0,15.0,0.7777777777777778,0.6,52.0,14.0,41.0,24.0,66.0,65.0,0.7878787878787878,0.6307692307692307,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,2.0,3.0,3.0,2.0,0.4,0.6,7.0,3.0,6.0,4.0,0.7,0.6,14.0,6.0,14.0,6.0,0.7,0.7,1.0,5.0,3,2,5,0.6,0,-278,206
429,429,21367,Paris Eternal,Boston Uprising,Overwatch League Stage 3,Paris Eternal,2019-06-09,False,6.0,8.0,7.0,9.0,14.0,16.0,0.42857142857142855,0.4375,6.0,8.0,35.0,26.0,14.0,61.0,0.42857142857142855,0.5737704918032787,1.0,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,2.0,3.0,1.0,4.0,0.4,0.2,4.0,6.0,4.0,6.0,0.4,0.4,,,9.0,11.0,,0.45,,3.0,0,0,0,,0,143,-189
430,430,21318,Washington Justice,Dallas Fuel,Overwatch League Stage 3,Dallas Fuel,2019-06-09,False,2.0,12.0,9.0,7.0,14.0,16.0,0.14285714285714285,0.5625,2.0,12.0,21.0,36.0,14.0,57.0,0.14285714285714285,0.3684210526315789,1.0,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,1.0,4.0,3.0,2.0,0.2,0.6,2.0,8.0,5.0,5.0,0.2,0.5,,,11.0,9.0,,0.55,,10.0,0,0,0,,1,293,-417
431,431,21376,Vancouver Titans,Los Angeles Gladiators,Overwatch League Stage 3,Vancouver Titans,2019-06-09,False,20.0,1.0,10.0,6.0,21.0,16.0,0.9523809523809524,0.625,20.0,1.0,36.0,25.0,21.0,61.0,0.9523809523809524,0.5901639344262295,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,4.0,1.0,3.0,2.0,0.8,0.6,9.0,1.0,8.0,2.0,0.9,0.8,19.0,1.0,11.0,9.0,0.95,0.55,,4.0,0,0,0,,0,-1000,539
432,432,21392,Houston Outlaws,San Francisco Shock,Overwatch League Stage 3,Houston Outlaws,2019-06-13,False,3.0,12.0,17.0,4.0,15.0,21.0,0.2,0.8095238095238095,25.0,31.0,34.0,27.0,56.0,61.0,0.44642857142857145,0.5573770491803278,0.0,3.0,3.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,9.0,10.0,0.0,0.1,1.0,6.0,14.0,16.0,4.0,0.3,0.8,7.0,9.0,1,3,4,0.25,0,1002,-3333
433,433,21383,Shanghai Dragons,Atlanta Reign,Overwatch League Stage 3,Shanghai Dragons,2019-06-14,False,8.0,8.0,7.0,10.0,16.0,17.0,0.5,0.4117647058823529,8.0,48.0,7.0,10.0,56.0,17.0,0.14285714285714285,0.4117647058823529,1.0,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,3.0,2.0,2.0,3.0,0.6,0.4,6.0,4.0,3.0,7.0,0.6,0.3,8.0,12.0,,,0.4,,12.0,,0,0,0,,0,-123,-102
434,434,21326,Dallas Fuel,Chengdu Hunters,Overwatch League Stage 3,Chengdu Hunters,2019-06-14,False,10.0,7.0,6.0,10.0,17.0,16.0,0.5882352941176471,0.375,22.0,36.0,6.0,10.0,58.0,16.0,0.3793103448275862,0.375,1.0,2.0,0.0,3.0,0.3333333333333333,0.0,3.0,2.0,1.0,4.0,0.6,0.2,6.0,4.0,4.0,6.0,0.6,0.4,11.0,9.0,,,0.55,,10.0,,0,0,0,,1,-476,311
435,435,21401,Hangzhou Spark,Vancouver Titans,Overwatch League Stage 3,Vancouver Titans,2019-06-14,False,10.0,7.0,21.0,1.0,17.0,22.0,0.5882352941176471,0.9545454545454546,10.0,7.0,21.0,1.0,17.0,22.0,0.5882352941176471,0.9545454545454546,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,4.0,1.0,4.0,1.0,0.8,0.8,7.0,3.0,9.0,1.0,0.7,0.9,,,19.0,1.0,,0.95,,,0,1,1,0.0,1,765,-2000
436,436,21290,Paris Eternal,New York Excelsior,Overwatch League Stage 3,New York Excelsior,2019-06-14,False,7.0,8.0,15.0,4.0,15.0,19.0,0.4666666666666667,0.7894736842105263,7.0,8.0,53.0,14.0,15.0,67.0,0.4666666666666667,0.7910447761194029,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,2.0,3.0,3.0,2.0,0.4,0.6,5.0,5.0,7.0,3.0,0.5,0.7,,,15.0,5.0,,0.75,,1.0,0,0,0,,1,735,-1667
437,437,21319,Toronto Defiant,London Spitfire,Overwatch League Stage 3,London Spitfire,2019-06-15,False,7.0,9.0,9.0,7.0,16.0,16.0,0.4375,0.5625,7.0,9.0,41.0,25.0,16.0,66.0,0.4375,0.6212121212121212,1.0,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,1.0,4.0,2.0,3.0,0.2,0.4,3.0,7.0,6.0,4.0,0.3,0.6,,,13.0,7.0,,0.65,,5.0,0,0,0,,1,324,-476
438,438,21377,Boston Uprising,Houston Outlaws,Overwatch League Stage 3,Houston Outlaws,2019-06-15,False,7.0,10.0,4.0,12.0,17.0,16.0,0.4117647058823529,0.25,35.0,27.0,26.0,31.0,62.0,57.0,0.5645161290322581,0.456140350877193,0.0,3.0,1.0,2.0,0.0,0.3333333333333333,1.0,4.0,1.0,4.0,0.2,0.2,3.0,7.0,1.0,9.0,0.3,0.1,8.0,12.0,6.0,14.0,0.4,0.3,3.0,7.0,2,3,5,0.4,1,131,-200
439,439,21393,Los Angeles Gladiators,Philadelphia Fusion,Overwatch League Stage 3,Los Angeles Gladiators,2019-06-15,False,10.0,7.0,9.0,8.0,17.0,17.0,0.5882352941176471,0.5294117647058824,36.0,26.0,38.0,28.0,62.0,66.0,0.5806451612903226,0.5757575757575758,1.0,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,2.0,3.0,1.0,4.0,0.4,0.2,7.0,3.0,4.0,6.0,0.7,0.4,11.0,9.0,10.0,10.0,0.55,0.5,4.0,6.0,2,1,3,0.6666666666666666,0,-1429,475
440,440,21384,Washington Justice,Hangzhou Spark,Overwatch League Stage 3,Hangzhou Spark,2019-06-15,False,2.0,13.0,10.0,8.0,15.0,18.0,0.13333333333333333,0.5555555555555556,2.0,13.0,10.0,8.0,15.0,18.0,0.13333333333333333,0.5555555555555556,1.0,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,1.0,4.0,3.0,2.0,0.2,0.6,2.0,8.0,7.0,3.0,0.2,0.7,,,,,,,,,0,0,0,,1,789,-2000
441,441,21355,Seoul Dynasty,Atlanta Reign,Overwatch League Stage 3,Seoul Dynasty,2019-06-15,False,10.0,8.0,7.0,11.0,18.0,18.0,0.5555555555555556,0.3888888888888889,32.0,26.0,7.0,11.0,58.0,18.0,0.5517241379310345,0.3888888888888889,2.0,1.0,0.0,3.0,0.6666666666666666,0.0,3.0,2.0,1.0,4.0,0.6,0.2,5.0,5.0,3.0,7.0,0.5,0.3,11.0,9.0,,,0.55,,8.0,,0,0,0,,0,-270,175
442,442,21402,Dallas Fuel,Vancouver Titans,Overwatch League Stage 3,Vancouver Titans,2019-06-15,False,10.0,8.0,22.0,1.0,18.0,23.0,0.5555555555555556,0.9565217391304348,22.0,37.0,22.0,1.0,59.0,23.0,0.3728813559322034,0.9565217391304348,1.0,2.0,3.0,0.0,0.3333333333333333,1.0,2.0,3.0,4.0,1.0,0.4,0.8,5.0,5.0,9.0,1.0,0.5,0.9,11.0,9.0,19.0,1.0,0.55,0.95,10.0,,0,2,2,0.0,1,955,-2500
