,Unnamed: 0,id,team_one,team_two,stage,winner,date,corona_virus_isolation,t1_wins_season,t1_losses_season,t2_wins_season,t2_losses_season,t1_matches_season,t2_matches_season,t1_win_percent_season,t2_win_percent_season,t1_wins_alltime,t1_losses_alltime,t2_wins_alltime,t2_losses_alltime,t1_matches_alltime,t2_matches_alltime,t1_win_percent_alltime,t2_win_percent_alltime,t1_wins_last_3,t1_losses_last_3,t2_wins_last_3,t2_losses_last_3,t1_win_percent_last_3,t2_win_percent_last_3,t1_wins_last_5,t1_losses_last_5,t2_wins_last_5,t2_losses_last_5,t1_win_percent_last_5,t2_win_percent_last_5,t1_wins_last_10,t1_losses_last_10,t2_wins_last_10,t2_losses_last_10,t1_win_percent_last_10,t2_win_percent_last_10,t1_wins_last_20,t1_losses_last_20,t2_wins_last_20,t2_losses_last_20,t1_win_percent_last_20,t2_win_percent_last_20,t1_place_last_season,t2_place_last_season,t1_wins_vs_t2,t1_losses_vs_t2,t1_matches_vs_t2,t1_win_percent_vs_t2,winner_label,t1_odds,t2_odds
335,335,20304,San Francisco Shock,Toronto Defiant,Overwatch League Stage 1 Title Matches,San Francisco Shock,2019-03-23,False,4.0,3.0,5.0,2.0,7.0,7.0,0.5714285714285714,0.7142857142857143,21.0,26.0,5.0,2.0,47.0,7.0,0.44680851063829785,0.7142857142857143,2.0,1.0,3.0,0.0,0.6666666666666666,1.0,3.0,2.0,4.0,1.0,0.6,0.8,5.0,5.0,,,0.5,,11.0,9.0,,,0.55,,9.0,,0,0,0,,0,-145,110
336,336,20305,Seoul Dynasty,Vancouver Titans,Overwatch League Stage 1 Title Matches,Vancouver Titans,2019-03-23,False,5.0,3.0,8.0,0.0,8.0,8.0,0.625,1.0,27.0,21.0,8.0,0.0,48.0,8.0,0.5625,1.0,3.0,0.0,3.0,0.0,1.0,1.0,3.0,2.0,5.0,0.0,0.6,1.0,6.0,4.0,,,0.6,,9.0,11.0,,,0.45,,8.0,,0,0,0,,1,325,-476
337,337,20307,San Francisco Shock,Philadelphia Fusion,Overwatch League Stage 1 Title Matches,San Francisco Shock,2019-03-23,False,4.0,3.0,5.0,2.0,7.0,7.0,0.5714285714285714,0.7142857142857143,21.0,26.0,34.0,22.0,47.0,56.0,0.44680851063829785,0.6071428571428571,2.0,1.0,3.0,0.0,0.6666666666666666,1.0,3.0,2.0,3.0,2.0,0.6,0.6,5.0,5.0,6.0,4.0,0.5,0.6,11.0,9.0,12.0,8.0,0.55,0.6,9.0,6.0,1,2,3,0.3333333333333333,0,-200,150
338,338,20306,San Francisco Shock,Vancouver Titans,Overwatch League Stage 1 Title Matches,Vancouver Titans,2019-03-24,False,6.0,3.0,9.0,0.0,9.0,9.0,0.6666666666666666,1.0,23.0,26.0,9.0,0.0,49.0,9.0,0.4693877551020408,1.0,3.0,0.0,3.0,0.0,1.0,1.0,4.0,1.0,5.0,0.0,0.8,1.0,7.0,3.0,,,0.7,,12.0,8.0,,,0.6,,9.0,,0,1,1,0.0,1,292,-417
339,339,21313,Philadelphia Fusion,New York Excelsior,Overwatch League Stage 2,New York Excelsior,2019-04-04,False,6.0,3.0,7.0,1.0,9.0,8.0,0.6666666666666666,0.875,35.0,23.0,45.0,11.0,58.0,56.0,0.603448275862069,0.8035714285714286,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,4.0,1.0,4.0,1.0,0.8,0.8,6.0,4.0,7.0,3.0,0.6,0.7,13.0,7.0,13.0,7.0,0.65,0.65,6.0,1.0,3,4,7,0.42857142857142855,1,293,-417
340,340,21293,Boston Uprising,Atlanta Reign,Overwatch League Stage 2,Boston Uprising,2019-04-05,False,4.0,4.0,4.0,4.0,8.0,8.0,0.5,0.5,32.0,21.0,4.0,4.0,53.0,8.0,0.6037735849056604,0.5,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,3.0,2.0,2.0,3.0,0.6,0.4,5.0,5.0,,,0.5,,9.0,11.0,,,0.45,,3.0,,0,0,0,,0,-111,-119
341,341,21219,Shanghai Dragons,Los Angeles Gladiators,Overwatch League Stage 2,Los Angeles Gladiators,2019-04-05,False,3.0,4.0,3.0,4.0,7.0,7.0,0.42857142857142855,0.42857142857142855,3.0,44.0,29.0,23.0,47.0,52.0,0.06382978723404255,0.5576923076923077,1.0,2.0,2.0,1.0,0.3333333333333333,0.6666666666666666,3.0,2.0,2.0,3.0,0.6,0.4,3.0,7.0,4.0,6.0,0.3,0.4,3.0,17.0,12.0,8.0,0.15,0.6,12.0,4.0,0,4,4,0.0,1,179,-244
342,342,21294,Guangzhou Charge,Paris Eternal,Overwatch League Stage 2,Paris Eternal,2019-04-05,False,3.0,4.0,3.0,4.0,7.0,7.0,0.42857142857142855,0.42857142857142855,3.0,4.0,3.0,4.0,7.0,7.0,0.42857142857142855,0.42857142857142855,1.0,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,2.0,3.0,1.0,4.0,0.4,0.2,,,,,,,,,,,,,,,0,0,0,,1,-189,140
343,343,21237,London Spitfire,Florida Mayhem,Overwatch League Stage 2,London Spitfire,2019-04-05,False,3.0,4.0,1.0,6.0,7.0,7.0,0.42857142857142855,0.14285714285714285,35.0,22.0,8.0,39.0,57.0,47.0,0.6140350877192983,0.1702127659574468,1.0,2.0,0.0,3.0,0.3333333333333333,0.0,3.0,2.0,0.0,5.0,0.6,0.0,6.0,4.0,1.0,9.0,0.6,0.1,11.0,9.0,2.0,18.0,0.55,0.1,5.0,11.0,4,0,4,1.0,0,-556,359
344,344,21275,Washington Justice,Toronto Defiant,Overwatch League Stage 2,Toronto Defiant,2019-04-06,False,1.0,6.0,5.0,3.0,7.0,8.0,0.14285714285714285,0.625,1.0,6.0,5.0,3.0,7.0,8.0,0.14285714285714285,0.625,1.0,2.0,2.0,1.0,0.3333333333333333,0.6666666666666666,1.0,4.0,3.0,2.0,0.2,0.6,,,,,,,,,,,,,,,0,0,0,,1,308,-435
345,345,21238,Los Angeles Valiant,San Francisco Shock,Overwatch League Stage 2,San Francisco Shock,2019-04-06,False,0.0,7.0,6.0,4.0,7.0,10.0,0.0,0.6,29.0,23.0,23.0,27.0,52.0,50.0,0.5576923076923077,0.46,0.0,3.0,2.0,1.0,0.0,0.6666666666666666,0.0,5.0,3.0,2.0,0.0,0.6,1.0,9.0,6.0,4.0,0.1,0.6,10.0,10.0,11.0,9.0,0.5,0.55,2.0,9.0,4,0,4,1.0,1,,
346,346,21321,Los Angeles Gladiators,Seoul Dynasty,Overwatch League Stage 2,Los Angeles Gladiators,2019-04-06,False,4.0,4.0,5.0,4.0,8.0,9.0,0.5,0.5555555555555556,30.0,23.0,27.0,22.0,53.0,49.0,0.5660377358490566,0.5510204081632653,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,3.0,2.0,3.0,2.0,0.6,0.6,4.0,6.0,5.0,5.0,0.4,0.5,12.0,8.0,8.0,12.0,0.6,0.4,4.0,8.0,2,3,5,0.4,0,,
347,347,21247,Florida Mayhem,Philadelphia Fusion,Overwatch League Stage 2,Philadelphia Fusion,2019-04-06,False,1.0,7.0,6.0,4.0,8.0,10.0,0.125,0.6,8.0,40.0,35.0,24.0,48.0,59.0,0.16666666666666666,0.5932203389830508,0.0,3.0,1.0,2.0,0.0,0.3333333333333333,0.0,5.0,3.0,2.0,0.0,0.6,1.0,9.0,6.0,4.0,0.1,0.6,2.0,18.0,12.0,8.0,0.1,0.6,11.0,6.0,1,4,5,0.2,1,229,-312
348,348,21305,Toronto Defiant,Boston Uprising,Overwatch League Stage 2,Boston Uprising,2019-04-06,False,5.0,3.0,5.0,4.0,8.0,9.0,0.625,0.5555555555555556,5.0,3.0,33.0,21.0,8.0,54.0,0.625,0.6111111111111112,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,0.6,0.6,,,6.0,4.0,,0.6,,,10.0,10.0,,0.5,,3.0,1,0,1,1.0,1,-175,136
349,349,21229,New York Excelsior,Shanghai Dragons,Overwatch League Stage 2,New York Excelsior,2019-04-06,False,8.0,1.0,3.0,5.0,9.0,8.0,0.8888888888888888,0.375,46.0,11.0,3.0,45.0,57.0,48.0,0.8070175438596491,0.0625,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,4.0,1.0,2.0,3.0,0.8,0.4,8.0,2.0,3.0,7.0,0.8,0.3,13.0,7.0,3.0,17.0,0.65,0.15,1.0,12.0,4,0,4,1.0,0,-1111,595
350,350,21220,Chengdu Hunters,Paris Eternal,Overwatch League Stage 2,Chengdu Hunters,2019-04-07,False,3.0,4.0,4.0,4.0,7.0,8.0,0.42857142857142855,0.5,3.0,4.0,4.0,4.0,7.0,8.0,0.42857142857142855,0.5,1.0,2.0,2.0,1.0,0.3333333333333333,0.6666666666666666,2.0,3.0,2.0,3.0,0.4,0.4,,,,,,,,,,,,,,,0,0,0,,0,-118,-110
351,351,21269,San Francisco Shock,Guangzhou Charge,Overwatch League Stage 2,San Francisco Shock,2019-04-07,False,7.0,4.0,3.0,5.0,11.0,8.0,0.6363636363636364,0.375,24.0,27.0,3.0,5.0,51.0,8.0,0.4705882352941176,0.375,2.0,1.0,0.0,3.0,0.6666666666666666,0.0,4.0,1.0,2.0,3.0,0.8,0.4,6.0,4.0,,,0.6,,12.0,8.0,,,0.6,,9.0,,0,0,0,,0,-556,428
352,352,21276,Atlanta Reign,London Spitfire,Overwatch League Stage 2,London Spitfire,2019-04-07,False,4.0,5.0,4.0,4.0,9.0,8.0,0.4444444444444444,0.5,4.0,5.0,36.0,22.0,9.0,58.0,0.4444444444444444,0.6206896551724138,0.0,3.0,1.0,2.0,0.0,0.3333333333333333,1.0,4.0,3.0,2.0,0.2,0.6,,,6.0,4.0,,0.6,,,11.0,9.0,,0.55,,5.0,0,0,0,,1,185,-244
353,353,21295,Vancouver Titans,Hangzhou Spark,Overwatch League Stage 2,Vancouver Titans,2019-04-07,False,10.0,0.0,3.0,4.0,10.0,7.0,1.0,0.42857142857142855,10.0,0.0,3.0,4.0,10.0,7.0,1.0,0.42857142857142855,3.0,0.0,1.0,2.0,1.0,0.3333333333333333,5.0,0.0,1.0,4.0,1.0,0.2,10.0,0.0,,,1.0,,,,,,,,,,0,0,0,,0,-909,559
354,354,21239,Washington Justice,Chengdu Hunters,Overwatch League Stage 2,Chengdu Hunters,2019-04-08,False,1.0,7.0,4.0,4.0,8.0,8.0,0.125,0.5,1.0,7.0,4.0,4.0,8.0,8.0,0.125,0.5,1.0,2.0,2.0,1.0,0.3333333333333333,0.6666666666666666,1.0,4.0,2.0,3.0,0.2,0.4,,,,,,,,,,,,,,,0,0,0,,1,292,-400
355,355,21257,Paris Eternal,Florida Mayhem,Overwatch League Stage 2,Paris Eternal,2019-04-11,False,4.0,5.0,1.0,8.0,9.0,9.0,0.4444444444444444,0.1111111111111111,4.0,5.0,8.0,41.0,9.0,49.0,0.4444444444444444,0.16326530612244894,1.0,2.0,0.0,3.0,0.3333333333333333,0.0,2.0,3.0,0.0,5.0,0.4,0.0,,,1.0,9.0,,0.1,,,2.0,18.0,,0.1,,11.0,0,0,0,,0,-312,227
356,356,21230,New York Excelsior,Washington Justice,Overwatch League Stage 2,New York Excelsior,2019-04-12,False,9.0,1.0,1.0,8.0,10.0,9.0,0.9,0.1111111111111111,47.0,11.0,1.0,8.0,58.0,9.0,0.8103448275862069,0.1111111111111111,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,4.0,1.0,1.0,4.0,0.8,0.2,9.0,1.0,,,0.9,,13.0,7.0,,,0.65,,1.0,,1,0,1,1.0,0,-2000,921
357,357,21248,Vancouver Titans,Seoul Dynasty,Overwatch League Stage 2,Vancouver Titans,2019-04-12,False,11.0,0.0,5.0,5.0,11.0,10.0,1.0,0.5,11.0,0.0,27.0,23.0,11.0,50.0,1.0,0.54,3.0,0.0,1.0,2.0,1.0,0.3333333333333333,5.0,0.0,3.0,2.0,1.0,0.6,10.0,0.0,5.0,5.0,1.0,0.5,,,8.0,12.0,,0.4,,8.0,1,0,1,1.0,0,-625,383
358,358,21277,Toronto Defiant,Philadelphia Fusion,Overwatch League Stage 2,Philadelphia Fusion,2019-04-12,False,6.0,4.0,7.0,4.0,10.0,11.0,0.6,0.6363636363636364,6.0,4.0,36.0,24.0,10.0,60.0,0.6,0.6,1.0,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,3.0,2.0,3.0,2.0,0.6,0.6,6.0,4.0,6.0,4.0,0.6,0.6,,,12.0,8.0,,0.6,,6.0,0,0,0,,1,-102,-130
359,359,21296,Los Angeles Valiant,Atlanta Reign,Overwatch League Stage 2,Los Angeles Valiant,2019-04-12,False,0.0,8.0,4.0,6.0,8.0,10.0,0.0,0.4,29.0,24.0,4.0,6.0,53.0,10.0,0.5471698113207547,0.4,0.0,3.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,0.2,0.0,10.0,4.0,6.0,0.0,0.4,9.0,11.0,,,0.45,,2.0,,0,0,0,,0,254,-345
360,360,21322,Boston Uprising,Hangzhou Spark,Overwatch League Stage 2,Hangzhou Spark,2019-04-13,False,6.0,4.0,3.0,5.0,10.0,8.0,0.6,0.375,34.0,21.0,3.0,5.0,55.0,8.0,0.6181818181818182,0.375,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,4.0,1.0,1.0,4.0,0.8,0.2,6.0,4.0,,,0.6,,11.0,9.0,,,0.55,,3.0,,0,0,0,,1,-172,129
361,361,21331,Guangzhou Charge,San Francisco Shock,Overwatch League Stage 2,San Francisco Shock,2019-04-13,False,3.0,6.0,8.0,4.0,9.0,12.0,0.3333333333333333,0.6666666666666666,3.0,6.0,25.0,27.0,9.0,52.0,0.3333333333333333,0.4807692307692308,0.0,3.0,2.0,1.0,0.0,0.6666666666666666,1.0,4.0,4.0,1.0,0.2,0.8,,,7.0,3.0,,0.7,,,12.0,8.0,,0.6,,9.0,0,1,1,0.0,1,930,-2500
362,362,21258,Chengdu Hunters,Shanghai Dragons,Overwatch League Stage 2,Shanghai Dragons,2019-04-13,False,5.0,4.0,3.0,6.0,9.0,9.0,0.5555555555555556,0.3333333333333333,5.0,4.0,3.0,46.0,9.0,49.0,0.5555555555555556,0.061224489795918366,3.0,0.0,1.0,2.0,1.0,0.3333333333333333,3.0,2.0,1.0,4.0,0.6,0.2,,,3.0,7.0,,0.3,,,3.0,17.0,,0.15,,12.0,0,1,1,0.0,1,-154,119
363,363,21332,London Spitfire,Philadelphia Fusion,Overwatch League Stage 2,London Spitfire,2019-04-13,False,5.0,4.0,8.0,4.0,9.0,12.0,0.5555555555555556,0.6666666666666666,37.0,22.0,37.0,24.0,59.0,61.0,0.6271186440677966,0.6065573770491803,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,0.6,0.6,6.0,4.0,6.0,4.0,0.6,0.6,12.0,8.0,13.0,7.0,0.6,0.65,5.0,6.0,4,4,8,0.5,0,-133,102
364,364,21341,Vancouver Titans,Houston Outlaws,Overwatch League Stage 2,Vancouver Titans,2019-04-13,False,12.0,0.0,3.0,4.0,12.0,7.0,1.0,0.42857142857142855,12.0,0.0,25.0,23.0,12.0,48.0,1.0,0.5208333333333334,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,5.0,0.0,3.0,2.0,1.0,0.6,10.0,0.0,4.0,6.0,1.0,0.4,,,9.0,11.0,,0.45,,7.0,0,0,0,,0,-3333,1084
365,365,21270,Dallas Fuel,Toronto Defiant,Overwatch League Stage 2,Dallas Fuel,2019-04-13,False,4.0,3.0,6.0,5.0,7.0,11.0,0.5714285714285714,0.5454545454545454,16.0,32.0,6.0,5.0,48.0,11.0,0.3333333333333333,0.5454545454545454,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,3.0,2.0,2.0,3.0,0.6,0.4,5.0,5.0,5.0,5.0,0.5,0.5,10.0,10.0,,,0.5,,10.0,,0,0,0,,0,112,-145
366,366,21278,Los Angeles Gladiators,Guangzhou Charge,Overwatch League Stage 2,Los Angeles Gladiators,2019-04-13,False,5.0,4.0,3.0,6.0,9.0,9.0,0.5555555555555556,0.3333333333333333,31.0,23.0,3.0,6.0,54.0,9.0,0.5740740740740741,0.3333333333333333,3.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,1.0,4.0,0.8,0.2,5.0,5.0,,,0.5,,12.0,8.0,,,0.6,,4.0,,1,0,1,1.0,0,,
367,367,21297,Dallas Fuel,Paris Eternal,Overwatch League Stage 2,Dallas Fuel,2019-04-14,False,5.0,3.0,5.0,5.0,8.0,10.0,0.625,0.5,17.0,32.0,5.0,5.0,49.0,10.0,0.3469387755102041,0.5,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,4.0,1.0,3.0,2.0,0.8,0.6,6.0,4.0,5.0,5.0,0.6,0.5,11.0,9.0,,,0.55,,10.0,,0,0,0,,0,-213,166
368,368,21240,Atlanta Reign,Washington Justice,Overwatch League Stage 2,Atlanta Reign,2019-04-14,False,4.0,7.0,1.0,9.0,11.0,10.0,0.3636363636363637,0.1,4.0,7.0,1.0,9.0,11.0,10.0,0.3636363636363637,0.1,0.0,3.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,0.2,3.0,7.0,1.0,9.0,0.3,0.1,,,,,,,,,0,0,0,,0,-294,219
369,369,21323,New York Excelsior,Florida Mayhem,Overwatch League Stage 2,New York Excelsior,2019-04-14,False,10.0,1.0,1.0,9.0,11.0,10.0,0.9090909090909092,0.1,48.0,11.0,8.0,42.0,59.0,50.0,0.8135593220338984,0.16,3.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,0.0,5.0,0.8,0.0,9.0,1.0,1.0,9.0,0.9,0.1,13.0,7.0,2.0,18.0,0.65,0.1,1.0,11.0,4,0,4,1.0,0,-10000,1396
370,370,21249,Los Angeles Valiant,Los Angeles Gladiators,Overwatch League Stage 2,Los Angeles Gladiators,2019-04-14,False,1.0,8.0,6.0,4.0,9.0,10.0,0.1111111111111111,0.6,30.0,24.0,32.0,23.0,54.0,55.0,0.5555555555555556,0.5818181818181818,1.0,2.0,3.0,0.0,0.3333333333333333,1.0,1.0,4.0,5.0,0.0,0.2,1.0,1.0,9.0,6.0,4.0,0.1,0.6,9.0,11.0,12.0,8.0,0.45,0.6,2.0,4.0,4,1,5,0.8,1,,
371,371,21285,New York Excelsior,Philadelphia Fusion,Overwatch League Stage 2,New York Excelsior,2019-04-18,False,11.0,1.0,8.0,5.0,12.0,13.0,0.9166666666666666,0.6153846153846154,49.0,11.0,37.0,25.0,60.0,62.0,0.8166666666666667,0.5967741935483871,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,4.0,1.0,2.0,3.0,0.8,0.4,9.0,1.0,6.0,4.0,0.9,0.6,14.0,6.0,12.0,8.0,0.7,0.6,1.0,6.0,5,3,8,0.625,0,-1667,807
372,372,21306,San Francisco Shock,Toronto Defiant,Overwatch League Stage 2,San Francisco Shock,2019-04-19,False,9.0,4.0,6.0,6.0,13.0,12.0,0.6923076923076923,0.5,26.0,27.0,6.0,6.0,53.0,12.0,0.490566037735849,0.5,3.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,1.0,4.0,0.8,0.2,8.0,2.0,5.0,5.0,0.8,0.5,13.0,7.0,,,0.65,,9.0,,1,0,1,1.0,0,-3333,1060
373,373,21259,Florida Mayhem,Los Angeles Gladiators,Overwatch League Stage 2,Los Angeles Gladiators,2019-04-19,False,1.0,10.0,7.0,4.0,11.0,11.0,0.09090909090909093,0.6363636363636364,8.0,43.0,33.0,23.0,51.0,56.0,0.1568627450980392,0.5892857142857143,0.0,3.0,3.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,9.0,7.0,3.0,0.1,0.7,2.0,18.0,13.0,7.0,0.1,0.65,11.0,4.0,0,4,4,0.0,1,686,-909
374,374,21286,Vancouver Titans,Dallas Fuel,Overwatch League Stage 2,Vancouver Titans,2019-04-19,False,13.0,0.0,6.0,3.0,13.0,9.0,1.0,0.6666666666666666,13.0,0.0,18.0,32.0,13.0,50.0,1.0,0.36,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,5.0,0.0,4.0,1.0,1.0,0.8,10.0,0.0,6.0,4.0,1.0,0.6,,,12.0,8.0,,0.6,,10.0,0,0,0,,0,-2500,1046
375,375,21324,New York Excelsior,Atlanta Reign,Overwatch League Stage 2,Atlanta Reign,2019-04-19,False,12.0,1.0,5.0,7.0,13.0,12.0,0.9230769230769232,0.4166666666666667,50.0,11.0,5.0,7.0,61.0,12.0,0.819672131147541,0.4166666666666667,3.0,0.0,1.0,2.0,1.0,0.3333333333333333,5.0,0.0,1.0,4.0,1.0,0.2,9.0,1.0,4.0,6.0,0.9,0.4,15.0,5.0,,,0.75,,1.0,,0,0,0,,1,-10000,1532
376,376,21250,Philadelphia Fusion,Houston Outlaws,Overwatch League Stage 2,Philadelphia Fusion,2019-04-20,False,8.0,6.0,3.0,5.0,14.0,8.0,0.5714285714285714,0.375,37.0,26.0,25.0,24.0,63.0,49.0,0.5873015873015873,0.5102040816326531,1.0,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,2.0,3.0,2.0,3.0,0.4,0.4,6.0,4.0,4.0,6.0,0.6,0.4,11.0,9.0,9.0,11.0,0.55,0.45,6.0,7.0,3,1,4,0.75,0,-270,200
377,377,21287,Los Angeles Valiant,Washington Justice,Overwatch League Stage 2,Los Angeles Valiant,2019-04-20,False,1.0,9.0,1.0,10.0,10.0,11.0,0.1,0.09090909090909093,30.0,25.0,1.0,10.0,55.0,11.0,0.5454545454545454,0.09090909090909093,1.0,2.0,0.0,3.0,0.3333333333333333,0.0,1.0,4.0,1.0,4.0,0.2,0.2,1.0,9.0,1.0,9.0,0.1,0.1,8.0,12.0,,,0.4,,2.0,,0,0,0,,0,-294,223
378,378,21260,Hangzhou Spark,Guangzhou Charge,Overwatch League Stage 2,Hangzhou Spark,2019-04-20,False,4.0,5.0,3.0,8.0,9.0,11.0,0.4444444444444444,0.2727272727272727,4.0,5.0,3.0,8.0,9.0,11.0,0.4444444444444444,0.2727272727272727,1.0,2.0,0.0,3.0,0.3333333333333333,0.0,2.0,3.0,0.0,5.0,0.4,0.0,,,3.0,7.0,,0.3,,,,,,,,,0,0,0,,0,-370,272
379,379,21342,London Spitfire,Boston Uprising,Overwatch League Stage 2,London Spitfire,2019-04-20,False,6.0,4.0,6.0,5.0,10.0,11.0,0.6,0.5454545454545454,38.0,22.0,34.0,22.0,60.0,56.0,0.6333333333333333,0.6071428571428571,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,3.0,2.0,3.0,2.0,0.6,0.6,6.0,4.0,6.0,4.0,0.6,0.6,13.0,7.0,11.0,9.0,0.65,0.55,5.0,3.0,2,2,4,0.5,0,-250,181
380,380,21279,Shanghai Dragons,Florida Mayhem,Overwatch League Stage 2,Shanghai Dragons,2019-04-20,False,4.0,6.0,1.0,11.0,10.0,12.0,0.4,0.08333333333333333,4.0,46.0,8.0,44.0,50.0,52.0,0.08,0.15384615384615385,1.0,2.0,0.0,3.0,0.3333333333333333,0.0,2.0,3.0,0.0,5.0,0.4,0.0,4.0,6.0,0.0,10.0,0.4,0.0,4.0,16.0,2.0,18.0,0.2,0.1,12.0,11.0,0,3,3,0.0,0,-476,320
381,381,21325,Dallas Fuel,Seoul Dynasty,Overwatch League Stage 2,Seoul Dynasty,2019-04-20,False,6.0,4.0,5.0,6.0,10.0,11.0,0.6,0.4545454545454545,18.0,33.0,27.0,24.0,51.0,51.0,0.35294117647058826,0.5294117647058824,2.0,1.0,0.0,3.0,0.6666666666666666,0.0,3.0,2.0,2.0,3.0,0.6,0.4,6.0,4.0,4.0,6.0,0.6,0.4,11.0,9.0,8.0,12.0,0.55,0.4,10.0,8.0,1,4,5,0.2,1,133,-179
382,382,21333,Los Angeles Gladiators,Chengdu Hunters,Overwatch League Stage 2,Los Angeles Gladiators,2019-04-21,False,8.0,4.0,5.0,5.0,12.0,10.0,0.6666666666666666,0.5,34.0,23.0,5.0,5.0,57.0,10.0,0.5964912280701754,0.5,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,5.0,0.0,3.0,2.0,1.0,0.6,7.0,3.0,5.0,5.0,0.7,0.5,13.0,7.0,,,0.65,,4.0,,0,0,0,,0,-417,292
383,383,21288,Vancouver Titans,Boston Uprising,Overwatch League Stage 2,Vancouver Titans,2019-04-21,False,14.0,0.0,6.0,6.0,14.0,12.0,1.0,0.5,14.0,0.0,34.0,23.0,14.0,57.0,1.0,0.5964912280701754,3.0,0.0,1.0,2.0,1.0,0.3333333333333333,5.0,0.0,2.0,3.0,1.0,0.4,10.0,0.0,5.0,5.0,1.0,0.5,,,11.0,9.0,,0.55,,3.0,1,0,1,1.0,0,-5000,1261
384,384,21280,Houston Outlaws,Shanghai Dragons,Overwatch League Stage 2,Shanghai Dragons,2019-04-21,False,3.0,6.0,5.0,6.0,9.0,11.0,0.3333333333333333,0.4545454545454545,25.0,25.0,5.0,46.0,50.0,51.0,0.5,0.09803921568627452,0.0,3.0,2.0,1.0,0.0,0.6666666666666666,2.0,3.0,3.0,2.0,0.4,0.6,3.0,7.0,5.0,5.0,0.3,0.5,9.0,11.0,5.0,15.0,0.45,0.25,7.0,12.0,3,0,3,1.0,1,208,-286
385,385,21351,Hangzhou Spark,San Francisco Shock,Overwatch League Stage 2,San Francisco Shock,2019-04-21,False,5.0,5.0,10.0,4.0,10.0,14.0,0.5,0.7142857142857143,5.0,5.0,27.0,27.0,10.0,54.0,0.5,0.5,2.0,1.0,3.0,0.0,0.6666666666666666,1.0,3.0,2.0,4.0,1.0,0.6,0.8,5.0,5.0,8.0,2.0,0.5,0.8,,,13.0,7.0,,0.65,,9.0,0,1,1,0.0,1,1002,-3333
386,386,21343,Atlanta Reign,Guangzhou Charge,Overwatch League Stage 2,Guangzhou Charge,2019-04-22,False,6.0,7.0,3.0,9.0,13.0,12.0,0.4615384615384616,0.25,6.0,7.0,3.0,9.0,13.0,12.0,0.4615384615384616,0.25,2.0,1.0,0.0,3.0,0.6666666666666666,0.0,2.0,3.0,0.0,5.0,0.4,0.0,4.0,6.0,2.0,8.0,0.4,0.2,,,,,,,,,0,0,0,,1,-238,179
387,387,21352,Paris Eternal,London Spitfire,Overwatch League Stage 2,London Spitfire,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,1,,
388,388,21344,Hangzhou Spark,Chengdu Hunters,Overwatch League Stage 2,Hangzhou Spark,2019-04-27,False,5.0,6.0,5.0,6.0,11.0,11.0,0.4545454545454545,0.4545454545454545,5.0,6.0,5.0,6.0,11.0,11.0,0.4545454545454545,0.4545454545454545,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,2.0,3.0,3.0,2.0,0.4,0.6,4.0,6.0,4.0,6.0,0.4,0.4,,,,,,,,,0,0,0,,0,-182,134
389,389,21334,Houston Outlaws,Seoul Dynasty,Overwatch League Stage 2,Seoul Dynasty,2019-04-27,False,3.0,7.0,6.0,6.0,10.0,12.0,0.3,0.5,25.0,26.0,28.0,24.0,51.0,52.0,0.4901960784313725,0.5384615384615384,0.0,3.0,1.0,2.0,0.0,0.3333333333333333,1.0,4.0,2.0,3.0,0.2,0.4,3.0,7.0,5.0,5.0,0.3,0.5,9.0,11.0,9.0,11.0,0.45,0.45,7.0,8.0,1,2,3,0.3333333333333333,1,539,-909
